Name,Source,Sector,Industry
"Wynn Resorts, Limited",2018,6,54
Oragenics Inc.,2018,1,4
Cytosorbents Corporation,2018,1,12
"FleetCor Technologies, Inc.",2018,10,90
Drive Shack Inc.,2018,7,63
"Five Prime Therapeutics, Inc.",2018,1,4
Whitestone REIT,2018,6,56
Oramed Pharmaceuticals Inc.,2018,1,1
"TIER REIT, Inc.",2018,6,56
Ares Management Corporation,2018,10,82
Synnex Corporation,2018,8,73
"Five Below, Inc.",2018,7,65
"Enanta Pharmaceuticals, Inc.",2018,1,4
"Saia, Inc.",2018,10,87
"SCYNEXIS, Inc.",2018,1,6
"Alnylam Pharmaceuticals, Inc.",2018,10,89
"Amicus Therapeutics, Inc.",2018,1,5
"Provident Financial Services, Inc",2018,5,50
"Cardiovascular Systems, Inc.",2018,1,14
Herbalife Nutrition Ltd.,2018,10,87
"Molecular Templates, Inc.",2018,1,4
"PRA Group, Inc.",2018,10,92
Glaukos Corporation,2018,1,14
Potbelly Corporation,2018,7,63
HMS Holdings Corp,2018,9,77
"Codexis, Inc.",2018,1,2
"American Public Education, Inc.",2018,10,96
"Flanigan&#39;s Enterprises, Inc.",2018,7,63
"Tempur Sealy International, Inc.",2018,4,38
Virtusa Corporation,2018,10,100
Arlington Asset Investment Corp,2018,10,89
"Hudson Global, Inc.",2018,10,100
"RTW Retailwinds, Inc.",2018,3,33
"My Size, Inc.",2018,8,73
"Proofpoint, Inc.",2018,8,75
Western Alliance Bancorporation,2018,5,52
"TrovaGene, Inc.",2018,1,4
NF Energy Saving Corporation,2018,4,46
Axis Capital Holdings Limited,2018,5,49
"CareDx, Inc.",2018,1,11
"Crown Holdings, Inc.",2018,3,32
The Providence Service Corporation,2018,10,85
"Retail Properties of America, Inc.",2018,6,56
"Conn&#39;s, Inc.",2018,10,93
Spherix Incorporated,2018,8,74
"Marchex, Inc.",2018,10,89
"MediciNova, Inc.",2018,1,5
NeoPhotonics Corporation,2018,4,41
"Compass Minerals International, Inc.",2018,2,30
"BCB Bancorp, Inc. (NJ)",2018,10,87
"Rexahn Pharmaceuticals, Inc.",2018,1,4
Piper Jaffray Companies,2018,10,95
Jazz Pharmaceuticals plc,2018,1,5
Ashford Hospitality Trust Inc,2018,6,53
Gladstone Commercial Corporation,2018,6,56
"Momenta Pharmaceuticals, Inc.",2018,1,5
"Liquidity Services, Inc.",2018,7,62
"SilverSun Technologies, Inc.",2018,8,75
CounterPath Corporation,2018,8,75
"Endurance International Group Holdings, Inc.",2018,8,70
"Globus Medical, Inc.",2018,1,14
Luna Innovations Incorporated,2018,4,43
"Columbia Property Trust, Inc.",2018,6,56
"Old Line Bancshares, Inc.",2018,5,51
"GlycoMimetics, Inc.",2018,10,87
Arbor Realty Trust,2018,10,81
Whiting Petroleum Corporation,2018,10,87
Kronos Worldwide Inc,2018,4,35
"Nelnet, Inc.",2018,5,52
Oxford Square Capital Corp.,2018,10,82
Control4 Corporation,2018,10,87
Transdigm Group Incorporated,2018,4,43
Marlin Business Services Corp.,2018,5,51
"GTx, Inc.",2018,1,5
"Agile Therapeutics, Inc.",2018,1,6
"Fortinet, Inc.",2018,8,75
"MEI Pharma, Inc.",2018,1,4
Westlake Chemical Corporation,2018,4,35
Cimpress N.V,2018,8,73
"Select Bancorp, Inc.",2018,5,52
"Stemline Therapeutics, Inc.",2018,1,4
Hilltop Holdings Inc.,2018,5,52
"H&R Block, Inc.",2018,10,99
"Second Sight Medical Products, Inc.",2018,1,14
"Assurant, Inc.",2018,5,48
"Collegium Pharmaceutical, Inc.",2018,1,6
"Alimera Sciences, Inc.",2018,1,6
"Marinus Pharmaceuticals, Inc.",2018,1,5
"Portola Pharmaceuticals, Inc.",2018,1,5
"SiNtx Technologies, Inc.",2018,1,14
"Intercept Pharmaceuticals, Inc.",2018,1,6
Cohen & Company Inc.,2018,10,87
"Cohen & Steers Closed-End Opportunity Fund, Inc.",2018,10,87
"Cohen & Steers Infrastructure Fund, Inc",2018,10,87
"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",2018,10,87
"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",2018,10,87
Cohen & Steers Quality Income Realty Fund Inc,2018,10,87
"Cohen & Steers REIT and Preferred and Income Fund,",2018,10,87
"Cohen & Steers Select Preferred and Income Fund, Inc.",2018,10,87
"Cohen & Steers Total Return Realty Fund, Inc.",2018,10,87
"Intersect ENT, Inc.",2018,1,14
"Airgain, Inc.",2018,4,41
Gran Tierra Energy Inc.,2018,2,24
Applied Genetic Technologies Corporation,2018,1,4
"New York Mortgage Trust, Inc.",2018,10,81
Assured Guaranty Ltd.,2018,5,47
"Moneygram International, Inc.",2018,10,90
Cool Holdings Inc.,2018,4,41
Janus Henderson Group plc,2018,10,94
"First Solar, Inc.",2018,4,44
"Merrimack Pharmaceuticals, Inc.",2018,1,4
"Bank of the James Financial Group, Inc.",2018,5,51
"AngioDynamics, Inc.",2018,1,7
Energy Transfer L.P.,2018,2,27
Genworth Financial Inc,2018,5,49
"MarketAxess Holdings, Inc.",2018,10,95
"B&G Foods, Inc.",2018,7,61
Apollo Investment Corporation,2018,10,82
"WellCare Health Plans, Inc.",2018,9,79
"Cellectar Biosciences, Inc.",2018,1,4
"Blackbaud, Inc.",2018,8,70
"Ambarella, Inc.",2018,4,41
"Monolithic Power Systems, Inc.",2018,4,42
Acceleron Pharma Inc.,2018,1,5
"Immunic, Inc.",2018,1,6
"Hercules Capital, Inc.",2018,10,87
Regions Financial Corporation,2018,5,51
"Town Sports International Holdings, Inc.",2018,7,63
"Rocket Pharmaceuticals, Inc.",2018,1,4
"Dolphin Entertainment, Inc.",2018,8,68
NewMarket Corporation,2018,4,35
Halcon Resources Corporation,2018,2,24
"Greenhill & Co., Inc.",2018,10,95
"Holly Energy Partners, L.P.",2018,2,28
American Campus Communities Inc,2018,6,56
"T-Mobile US, Inc.",2018,8,72
Cohen & Steers Inc,2018,10,95
Mosaic Company (The),2018,2,30
Omeros Corporation,2018,1,5
Kite Realty Group Trust,2018,6,56
StoneMor Partners L.P.,2018,9,77
"RealPage, Inc.",2018,8,75
Lincoln Educational Services Corporation,2018,10,96
Domino&#39;s Pizza Inc,2018,7,63
Prospect Capital Corporation,2018,10,82
"Douglas Dynamics, Inc.",2018,4,40
Ares Capital Corporation,2018,10,82
"Hill International, Inc.",2018,2,20
"Medical Properties Trust, Inc.",2018,9,78
Otelco Inc.,2018,8,72
"W&T Offshore, Inc.",2018,10,89
"MaxLinear, Inc",2018,4,41
"Five9, Inc.",2018,8,75
"OptimumBank Holdings, Inc.",2018,5,52
"Morningstar, Inc.",2018,10,95
Extra Space Storage Inc,2018,6,56
"Profire Energy, Inc.",2018,4,46
Macquarie Infrastructure Corporation,2018,2,26
CABCO Series 2004-101 Trust,2018,10,87
Huron Consulting Group Inc.,2018,10,100
"NeuroMetrix, Inc.",2018,1,14
"Spok Holdings, Inc.",2018,8,75
"Sierra Oncology, Inc.",2018,1,4
"Turning Point Brands, Inc.",2018,7,60
"Commercial Vehicle Group, Inc.",2018,4,37
InVivo Therapeutics Holdings Corp.,2018,1,12
Boeing Company (The),2018,4,43
"TechTarget, Inc.",2018,8,70
"OpGen, Inc.",2018,1,10
"bluebird bio, Inc.",2018,1,5
"Inogen, Inc",2018,1,14
"Sunstone Hotel Investors, Inc.",2018,10,87
Prestige Consumer Healthcare Inc.,2018,7,61
ZAGG Inc,2018,4,41
"Neenah, Inc.",2018,4,35
"Ormat Technologies, Inc.",2018,2,25
"Amphastar Pharmaceuticals, Inc.",2018,1,1
Kentucky First Federal Bancorp,2018,5,51
OHA Investment Corporation,2018,10,82
"ExlService Holdings, Inc.",2018,10,99
"Digital Realty Trust, Inc.",2018,8,71
CubeSmart,2018,6,56
Diamondrock Hospitality Company,2018,6,53
"Pacific Biosciences of California, Inc.",2018,10,89
"Comstock Holding Companies, Inc.",2018,6,57
Las Vegas Sands Corp.,2018,6,54
"Athenex, Inc.",2018,1,4
Sotherly Hotels Inc.,2018,6,53
"Manitex International, Inc.",2018,3,31
"Houlihan Lokey, Inc.",2018,10,95
LHC Group,2018,9,79
"Tableau Software, Inc.",2018,8,75
BankFinancial Corporation,2018,5,51
"Consolidated Communications Holdings, Inc.",2018,8,72
"pdvWireless, Inc.",2018,10,87
"ARC Document Solutions, Inc.",2018,8,73
"Eiger BioPharmaceuticals, Inc.",2018,1,4
Zovio Inc.,2018,10,96
"ConforMIS, Inc.",2018,1,14
Celanese Corporation,2018,4,35
"LiqTech International, Inc.",2018,4,46
Huntsman Corporation,2018,4,35
Dolby Laboratories,2018,8,74
"Spirit Realty Capital, Inc.",2018,6,56
"Camber Energy, Inc.",2018,2,24
WEX Inc.,2018,10,90
"Green Plains, Inc.",2018,2,28
"ServiceSource International, Inc.",2018,8,75
"Intermolecular, Inc.",2018,4,41
Lazard Ltd.,2018,10,87
"Castle Brands, Inc.",2018,7,60
Brightcove Inc.,2018,8,75
Anavex Life Sciences Corp.,2018,1,2
"EyePoint Pharmaceuticals, Inc.",2018,1,6
"Sonos, Inc.",2018,4,41
"Summer Infant, Inc.",2018,4,38
"GTT Communications, Inc.",2018,8,71
"Parke Bancorp, Inc.",2018,5,52
Aquantia Corp.,2018,4,41
"Kandi Technologies Group, Inc.",2018,4,44
"Builders FirstSource, Inc.",2018,4,40
"Omega Flex, Inc.",2018,3,31
Zumiez Inc.,2018,7,65
"Core-Mark Holding Company, Inc.",2018,7,61
"Waste Connections, Inc.",2018,2,29
"Citi Trends, Inc.",2018,7,65
Everi Holdings Inc.,2018,10,89
"Tesla, Inc.",2018,10,87
Designer Brands Inc.,2018,7,65
Select Medical Holdings Corporation,2018,9,79
Cooper-Standard Holdings Inc.,2018,4,37
"Treehouse Foods, Inc.",2018,7,61
"Freightcar America, Inc.",2018,4,40
Kraton Corporation,2018,4,35
"Penumbra, Inc.",2018,1,14
Gladstone Investment Corporation,2018,10,82
Akers Biosciences Inc.,2018,10,89
Eagle Bulk Shipping Inc.,2018,2,15
"Albireo Pharma, Inc.",2018,1,6
Global Partners LP,2018,2,28
Community Bankers Trust Corporation.,2018,5,51
"AtriCure, Inc.",2018,10,87
"Ruth&#39;s Hospitality Group, Inc.",2018,7,63
"CF Industries Holdings, Inc.",2018,4,35
"Expedia Group, Inc.",2018,10,87
RBC Bearings Incorporated,2018,4,36
iRadimed Corporation,2018,1,14
"Southern National Bancorp of Virginia, Inc.",2018,5,51
MagnaChip Semiconductor Corporation,2018,4,42
"AVEO Pharmaceuticals, Inc.",2018,1,5
BlackRock Capital Investment Corporation,2018,10,82
"NantKwest, Inc.",2018,1,4
Duke Energy Corporation,2018,2,26
"Altimmune, Inc.",2018,1,4
Genco Shipping & Trading Limited,2018,2,15
India Globalization Capital Inc.,2018,10,88
Gamestop Corporation,2018,8,69
"Roan Resources, Inc.",2018,2,24
"NanoVibronix, Inc.",2018,1,12
"Xencor, Inc.",2018,1,4
"Facebook, Inc.",2018,8,70
"TrueCar, Inc.",2018,7,62
"Palo Alto Networks, Inc.",2018,8,75
"Ooma, Inc.",2018,8,75
"Workday, Inc.",2018,8,75
"Adamas Pharmaceuticals, Inc.",2018,1,1
"Boise Cascade, L.L.C.",2018,4,40
"Home BancShares, Inc.",2018,5,51
"Fidelity National Financial, Inc.",2018,5,49
Brookdale Senior Living Inc.,2018,9,79
Exantas Capital Corp.,2018,10,81
"eHealth, Inc.",2018,9,76
SemiLEDS Corporation,2018,4,42
"Casa Systems, Inc.",2018,8,75
"Crocs, Inc.",2018,7,64
"Coda Octopus Group, Inc.",2018,4,43
"Clear Channel Outdoor Holdings, Inc.",2018,8,68
"Live Nation Entertainment, Inc.",2018,8,70
"Leidos Holdings, Inc.",2018,2,20
"InfuSystems Holdings, Inc.",2018,10,87
"Magyar Bancorp, Inc.",2018,5,50
FutureFuel Corp.,2018,10,87
"Aerie Pharmaceuticals, Inc.",2018,1,6
DCP Midstream LP,2018,2,27
PotlatchDeltic Corporation,2018,6,58
"Chiasma, Inc.",2018,1,6
"H&E Equipment Services, Inc.",2018,10,89
"Calumet Specialty Products Partners, L.P.",2018,2,28
"Carbonite, Inc.",2018,8,75
"ChemoCentryx, Inc.",2018,1,4
"CatchMark Timber Trust, Inc.",2018,6,58
"Aldeyra Therapeutics, Inc.",2018,1,6
Oracle Corporation,2018,8,75
"Celsius Holdings, Inc.",2018,1,9
General Finance Corporation,2018,4,40
Limoneira Co,2018,6,58
"Digital Ally, Inc.",2018,10,87
Two River Bancorp,2018,5,51
Yelp Inc.,2018,8,70
Compass Diversified Holdings,2018,4,39
"Cara Therapeutics, Inc.",2018,1,6
Vanda Pharmaceuticals Inc.,2018,10,88
"CorEnergy Infrastructure Trust, Inc.",2018,2,28
"22nd Century Group, Inc",2018,7,59
"KalVista Pharmaceuticals, Inc.",2018,1,1
"Cancer Genetics, Inc.",2018,1,11
"InnerWorkings, Inc.",2018,8,73
"Alphatec Holdings, Inc.",2018,1,14
"Genesis Healthcare, Inc.",2018,10,87
Rosetta Stone,2018,8,70
GW Pharmaceuticals Plc,2018,1,5
"ShotSpotter, Inc.",2018,8,75
"EPAM Systems, Inc.",2018,10,100
Splunk Inc.,2018,8,75
"Taronis Technologies, Inc.",2018,4,46
China XD Plastics Company Limited,2018,4,37
"PGT Innovations, Inc.",2018,4,40
"Qurate Retail, Inc.",2018,3,34
"Instructure, Inc.",2018,8,70
"Genius Brands International, Inc.",2018,7,64
Intrexon Corporation,2018,1,2
"Creative Realities, Inc.",2018,8,75
"Mellanox Technologies, Ltd.",2018,4,41
"Supernus Pharmaceuticals, Inc.",2018,1,5
Houston Wire & Cable Company,2018,4,40
"Dunkin&#39; Brands Group, Inc.",2018,7,63
"Neuralstem, Inc.",2018,1,12
Concho Resources Inc.,2018,2,24
"IT Tech Packaging, Inc.",2018,10,84
"Bellicum Pharmaceuticals, Inc.",2018,1,4
"Reata Pharmaceuticals, Inc.",2018,1,6
Hanesbrands Inc.,2018,7,64
"Proteon Therapeutics, Inc.",2018,10,88
"Harrow Health, Inc.",2018,1,1
"Vitamin Shoppe, Inc",2018,7,61
"Healthcare Trust of America, Inc.",2018,9,78
Evercore Inc.,2018,10,95
"Varonis Systems, Inc.",2018,8,75
Primoris Services Corporation,2018,2,21
"Wyndham Destinations, Inc.",2018,6,53
ORBCOMM Inc.,2018,4,41
"ICF International, Inc.",2018,2,20
Allegiant Travel Company,2018,2,16
Sanchez Midstream Partners LP,2018,2,27
Aircastle Limited,2018,2,18
Enstar Group Limited,2018,5,49
"Innophos Holdings, Inc.",2018,7,61
Herc Holdings Inc.,2018,4,40
"BlackRock, Inc.",2018,10,95
"Spirit Aerosystems Holdings, Inc.",2018,10,89
"Chegg, Inc.",2018,8,70
Leaf Group Ltd.,2018,8,70
Primo Water Corporation,2018,7,61
Western Union Company (The),2018,10,90
"Amyris, Inc.",2018,7,59
Glu Mobile Inc.,2018,10,87
"Finjan Holdings, Inc.",2018,8,74
"Globalstar, Inc.",2018,8,72
"Sonoma Pharmaceuticals, Inc.",2018,1,14
"Emergent Biosolutions, Inc.",2018,10,87
"Citizens Community Bancorp, Inc.",2018,5,51
"Concert Pharmaceuticals, Inc.",2018,1,5
"Athersys, Inc.",2018,1,12
Clean Energy Fuels Corp.,2018,2,28
Highpower International Inc,2018,4,46
"Remark Holdings, Inc.",2018,8,70
"Sally Beauty Holdings, Inc.",2018,10,89
ADMA Biologics Inc,2018,1,5
"AeroVironment, Inc.",2018,10,89
Myomo Inc.,2018,1,14
"Catalyst Pharmaceuticals, Inc.",2018,1,6
"AnaptysBio, Inc.",2018,1,4
"Willdan Group, Inc.",2018,2,21
"Etsy, Inc.",2018,8,73
"Quantenna Communications, Inc.",2018,8,75
BlackRock TCP Capital Corp.,2018,10,82
"FireEye, Inc.",2018,8,75
Owens Corning Inc,2018,4,36
"Trupanion, Inc.",2018,9,76
"Information Services Group, Inc.",2018,10,100
MV Oil Trust,2018,2,22
Great Lakes Dredge & Dock Corporation,2018,2,21
"Monaker Group, Inc.",2018,10,85
Histogenics Corporation,2018,1,12
"Aerohive Networks, Inc.",2018,8,75
"Box, Inc.",2018,8,75
"Green Brick Partners, Inc.",2018,6,57
"Tetraphase Pharmaceuticals, Inc.",2018,1,6
"ServiceNow, Inc.",2018,8,75
"Cboe Global Markets, Inc.",2018,10,95
Altra Industrial Motion Corp.,2018,4,40
"Zafgen, Inc.",2018,1,5
"Synthesis Energy Systems, Inc.",2018,2,25
"Zogenix, Inc.",2018,1,1
"Telaria, Inc.",2018,8,70
CVR Energy Inc.,2018,2,28
"ChinaNet Online Holdings, Inc.",2018,10,83
Tennessee Valley Authority,2018,2,26
"Protagonist Therapeutics, Inc.",2018,1,4
"National CineMedia, Inc.",2018,8,68
"Aviat Networks, Inc.",2018,4,41
Saratoga Investment Corp,2018,10,82
"Ocean Power Technologies, Inc.",2018,4,44
TravelCenters of America LLC,2018,7,65
"Bridgeline Digital, Inc.",2018,8,75
"Cellular Biomedicine Group, Inc.",2018,10,87
"Wesco Aircraft Holdings, Inc.",2018,4,43
"People&#39;s United Financial, Inc.",2018,5,52
"U.S. Auto Parts Network, Inc.",2018,8,73
"Berry Global Group, Inc.",2018,4,38
"NanoViricides, Inc.",2018,1,4
Employers Holdings Inc,2018,5,49
Targa Resources Partners LP,2018,2,27
"Barings BDC, Inc.",2018,10,82
"HFF, Inc.",2018,10,97
"TriState Capital Holdings, Inc.",2018,5,51
TFS Financial Corporation,2018,5,50
"ESSA Bancorp, Inc.",2018,10,87
Redfin Corporation,2018,10,98
"Broadridge Financial Solutions, Inc.",2018,10,95
PennantPark Investment Corporation,2018,10,82
"Cheniere Energy Partners, LP",2018,2,27
Conatus Pharmaceuticals Inc.,2018,1,4
"Ring Energy, Inc.",2018,2,24
"Ringcentral, Inc.",2018,8,75
TE Connectivity Ltd.,2018,4,36
Cinemark Holdings Inc,2018,8,68
"Greenlight Reinsurance, Ltd.",2018,5,49
Coupa Software Incorporated,2018,8,75
Green Dot Corporation,2018,10,90
Alpha and Omega Semiconductor Limited,2018,4,42
"CAI International, Inc.",2018,2,18
"iRhythm Technologies, Inc.",2018,1,14
Marin Software Incorporated,2018,8,75
"Archrock, Inc.",2018,2,19
"Targa Resources, Inc.",2018,2,27
"NovaBay Pharmaceuticals, Inc.",2018,1,14
"Howard Bancorp, Inc.",2018,5,51
"Bancorp of New Jersey, Inc",2018,5,51
"SELLAS Life Sciences Group, Inc.",2018,1,4
Bank Of New York Mellon Corporation (The),2018,5,52
Wabco Holdings Inc.,2018,4,37
"Limelight Networks, Inc.",2018,8,75
"Blueknight Energy Partners L.P., L.L.C.",2018,2,27
"China Advanced Construction Materials Group, Inc.",2018,4,46
"Gevo, Inc.",2018,4,35
"PROS Holdings, Inc.",2018,8,75
Resolute Forest Products Inc.,2018,4,35
Public Storage,2018,6,56
"Ocular Therapeutix, Inc.",2018,1,6
Discover Financial Services,2018,10,93
Tiptree Inc.,2018,5,49
The Blackstone Group L.P.,2018,10,82
"DHI Group, Inc.",2018,8,70
"One Stop Systems, Inc.",2018,10,89
"Diversified Restaurant Holdings, Inc.",2018,7,63
"TRACON Pharmaceuticals, Inc.",2018,1,4
Adesto Technologies Corporation,2018,4,41
"KAR Auction Services, Inc",2018,7,62
Vulcan Materials Company,2018,2,30
"Lumber Liquidators Holdings, Inc",2018,7,65
Main Street Capital Corporation,2018,10,82
"Pacira BioSciences, Inc.",2018,1,6
"FlexShopper, Inc.",2018,10,93
lululemon athletica inc.,2018,7,64
Genpact Limited,2018,10,99
"Envision Solar International, Inc.",2018,4,44
Realogy Holdings Corp.,2018,10,98
Pzena Investment Management Inc,2018,10,95
"The ONE Group Hospitality, Inc.",2018,7,63
"Dicerna Pharmaceuticals, Inc.",2018,1,4
Francesca&#39;s Holdings Corporation,2018,10,87
"HCI Group, Inc.",2018,5,49
"Forum Energy Technologies, Inc.",2018,2,19
"First Financial Northwest, Inc.",2018,5,50
Puma Biotechnology Inc,2018,10,87
"Cornerstone OnDemand, Inc.",2018,8,75
"NanoString Technologies, Inc.",2018,1,11
"Dare Bioscience, Inc.",2018,1,1
CDW Corporation,2018,8,73
"SS&C Technologies Holdings, Inc.",2018,10,87
MYOS RENS Technology Inc.,2018,1,9
"Orion Group Holdings, Inc.",2018,2,21
Och-Ziff Capital Management Group LLC,2018,10,95
"Heritage-Crystal Clean, Inc.",2018,2,29
Bank of Marin Bancorp,2018,5,51
"Oaktree Capital Group, LLC",2018,10,82
"Evoke Pharma, Inc.",2018,1,6
Zymeworks Inc.,2018,1,4
"Nuverra Environmental Solutions, Inc.",2018,2,28
"Novus Therapeutics, Inc.",2018,1,1
"Aquinox Pharmaceuticals, Inc.",2018,1,5
"HubSpot, Inc.",2018,10,89
KKR & Co. Inc.,2018,10,82
Approach Resources Inc.,2018,2,24
"InterDigital, Inc.",2018,8,74
Forestar Group Inc,2018,6,58
"Calix, Inc",2018,8,75
"Franklin Financial Network, Inc.",2018,10,89
Retail Opportunity Investments Corp.,2018,6,55
Graphic Packaging Holding Company,2018,3,32
Kennedy-Wilson Holdings Inc.,2018,10,97
MSCI Inc,2018,10,95
"Synacor, Inc.",2018,8,75
"First Guaranty Bancshares, Inc.",2018,5,51
Fabrinet,2018,10,87
Titan Machinery Inc.,2018,4,40
"Restoration Robotics, Inc.",2018,10,88
"Orion Energy Systems, Inc.",2018,4,42
Chimera Investment Corporation,2018,10,81
LendingClub Corporation,2018,10,93
CorMedix Inc.,2018,1,1
"Q2 Holdings, Inc.",2018,10,90
"XpresSpa Group, Inc.",2018,8,69
American Water Works,2018,2,26
"IVERIC bio, Inc.",2018,1,6
"Allison Transmission Holdings, Inc.",2018,4,37
Ellington Financial Inc.,2018,10,81
"Apollo Global Management, LLC",2018,10,82
"AMC Entertainment Holdings, Inc.",2018,8,68
Container Store (The),2018,7,65
"Ampio Pharmaceuticals, Inc.",2018,1,5
"Maiden Holdings, Ltd.",2018,5,49
"Care.com, Inc.",2018,9,76
"Cocrystal Pharma, Inc.",2018,1,2
"MidWestOne Financial Group, Inc.",2018,5,51
"China Jo-Jo Drugstores, Inc.",2018,1,9
Philip Morris International Inc,2018,10,87
SRC Energy Inc.,2018,2,24
First Foundation Inc.,2018,10,87
A.H. Belo Corporation,2018,10,89
Oaktree Specialty Lending Corporation,2018,10,82
"Del Frisco&#39;s Restaurant Group, Inc.",2018,7,63
Hillenbrand Inc,2018,4,36
Bridgford Foods Corporation,2018,7,61
Solar Capital Ltd.,2018,10,82
Avaya Holdings Corp.,2018,8,75
"Apple Hospitality REIT, Inc.",2018,6,55
Keurig Dr Pepper Inc.,2018,7,60
Iridium Communications Inc,2018,8,72
Tocagen Inc.,2018,1,4
Atlantic Power Corporation,2018,2,25
Briggs & Stratton Corporation,2018,4,37
"Flexion Therapeutics, Inc.",2018,1,6
"SolarEdge Technologies, Inc.",2018,4,44
"LogMein, Inc.",2018,8,75
Atomera Incorporated,2018,4,42
"Aileron Therapeutics, Inc.",2018,1,4
Colfax Corporation,2018,4,36
"On Deck Capital, Inc.",2018,10,93
Verso Corporation,2018,4,35
"Intrepid Potash, Inc",2018,2,30
"Energy Recovery, Inc.",2018,4,45
"Aerpio Pharmaceuticals, Inc.",2018,1,6
FS KKR Capital Corp.,2018,10,82
AquaVenture Holdings Limited,2018,2,25
"Sino-Global Shipping America, Ltd.",2018,2,17
Quanex Building Products Corporation,2018,4,36
AGNC Investment Corp.,2018,10,81
"Alder BioPharmaceuticals, Inc.",2018,10,89
"Western Midstream Partners, LP",2018,2,27
Travelport Worldwide Limited,2018,8,70
Fox Factory Holding Corp.,2018,7,64
"Iovance Biotherapeutics, Inc.",2018,1,4
OrthoPediatrics Corp.,2018,1,14
"Assembly Biosciences, Inc.",2018,1,5
"Echo Global Logistics, Inc.",2018,2,17
Bristol-Myers Squibb Company,2018,1,1
"Obalon Therapeutics, Inc.",2018,1,14
"AcelRx Pharmaceuticals, Inc.",2018,1,6
"ARMOUR Residential REIT, Inc.",2018,10,81
"HealthEquity, Inc.",2018,9,76
"Roku, Inc.",2018,8,70
"Radius Health, Inc.",2018,1,5
"ServiceMaster Global Holdings, Inc.",2018,10,87
"Fortress Biotech, Inc.",2018,1,2
"Trevena, Inc.",2018,1,5
Blink Charging Co.,2018,4,44
Tonix Pharmaceuticals Holding Corp.,2018,1,6
"ServisFirst Bancshares, Inc.",2018,5,51
Oak Valley Bancorp (CA),2018,5,51
"Torchlight Energy Resources, Inc.",2018,2,24
"AppFolio, Inc.",2018,8,75
Antero Resources Corporation,2018,10,87
InspireMD Inc.,2018,1,12
Hamilton Lane Incorporated,2018,10,82
John Bean Technologies Corporation,2018,4,40
"Castlight Health, inc.",2018,9,76
"Fate Therapeutics, Inc.",2018,1,4
ClearSign Combustion Corporation,2018,4,46
"Grand Canyon Education, Inc.",2018,10,96
"LendingTree, Inc.",2018,10,93
"KemPharm, Inc.",2018,1,6
"Global Water Resources, Inc.",2018,2,26
"Esperion Therapeutics, Inc.",2018,1,5
"Aduro Biotech, Inc.",2018,1,4
"First Savings Financial Group, Inc.",2018,5,51
Mistras Group Inc,2018,4,45
"Home Bancorp, Inc.",2018,5,51
Invesco Mortgage Capital Inc.,2018,10,81
INVESCO MORTGAGE CAPITAL INC,2018,10,81
"Ascent Capital Group, Inc.",2018,3,34
"Discovery, Inc.",2018,8,66
"Mastech Digital, Inc",2018,10,100
"Everbridge, Inc.",2018,8,75
"Ardelyx, Inc.",2018,1,5
"Lilis Energy, Inc.",2018,2,24
Bright Horizons Family Solutions Inc.,2018,9,77
"Tandem Diabetes Care, Inc.",2018,1,14
Digimarc Corporation,2018,8,74
"Everspin Technologies, Inc.",2018,4,41
"Retrophin, Inc.",2018,1,5
MRC Global Inc.,2018,4,40
"Agios Pharmaceuticals, Inc.",2018,1,4
Rexnord Corporation,2018,4,40
Zynga Inc.,2018,8,70
"Roadrunner Transportation Systems, Inc.",2018,2,17
"Roadrunner Transportation Systems, Inc.",2018,2,17
Clearwater Paper Corporation,2018,4,35
Appian Corporation,2018,8,75
"Marrone Bio Innovations, Inc.",2018,7,59
"MongoDB, Inc.",2018,8,75
"Verisk Analytics, Inc.",2018,10,99
Quest Resource Holding Corporation,2018,2,29
"Bluerock Residential Growth REIT, Inc.",2018,6,56
"Mersana Therapeutics, Inc.",2018,1,4
Booz Allen Hamilton Holding Corporation,2018,10,87
"Proto Labs, Inc.",2018,4,42
OncoSec Medical Incorporated,2018,1,2
"GAIN Capital Holdings, Inc.",2018,10,95
Nevro Corp.,2018,10,87
"Proteostasis Therapeutics, Inc.",2018,1,4
Precision Therapeutics Inc.,2018,1,14
"Ironwood Pharmaceuticals, Inc.",2018,1,5
Arbutus Biopharma Corporation,2018,1,4
Territorial Bancorp Inc.,2018,10,87
"Fitbit, Inc.",2018,4,41
"New Relic, Inc.",2018,8,75
Essent Group Ltd.,2018,5,49
CSI Compressco LP,2018,2,19
"Pioneer Power Solutions, Inc.",2018,4,45
Transocean Ltd.,2018,2,19
Steel Partners Holdings LP,2018,3,31
"Xtant Medical Holdings, Inc.",2018,1,14
"Selecta Biosciences, Inc.",2018,1,6
"Medidata Solutions, Inc.",2018,9,76
"Catabasis Pharmaceuticals, Inc.",2018,1,5
"TPI Composites, Inc.",2018,4,37
Americold Realty Trust,2018,7,65
Office Properties Income Trust,2018,6,56
"Genocea Biosciences, Inc.",2018,1,4
Noble Corporation,2018,2,19
"Alarm.com Holdings, Inc.",2018,8,75
"Fluent, Inc.",2018,10,87
Orgenesis Inc.,2018,1,4
"Ritter Pharmaceuticals, Inc.",2018,1,6
"Atlantic Capital Bancshares, Inc.",2018,5,51
"Melinta Therapeutics, Inc.",2018,1,1
"Live Oak Bancshares, Inc.",2018,5,51
