Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK,SIC
SNAP,Snap Inc.,11.56,15491139863,,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap,NYSE,1564408,7370
SNA,Snap-On Incorporated,158.3,8770523960,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna,NYSE,91440,3420
IPOA,Social Capital Hedosophia Holdings Corp.,10.31,889237500,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa,NYSE,1706946,6770
IPOA.U,Social Capital Hedosophia Holdings Corp.,,0,,2017,,,https://www.nasdaq.com/symbol/ipoa.u,NYSE,1706946,6770
IPOA.WS,Social Capital Hedosophia Holdings Corp.,,0,,,,,https://www.nasdaq.com/symbol/ipoa.ws,NYSE,1706946,6770
SQM,Sociedad Quimica y Minera S.A.,30.36,7990646469,,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm,NYSE,909037,1400
SOGO,Sogou Inc.,4.4,1721954850,,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo,NYSE,1713947,7371
SOI,"Solaris Oilfield Infrastructure, Inc.",14.82,705249565.8,,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi,NYSE,1697500,3533
SWI,SolarWinds Corporation,18.03,5590358433,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/swi,NYSE,1428669,7372
SAH,"Sonic Automotive, Inc.",18.4,792686830.4,,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah,NYSE,1043509,5500
SON,Sonoco Products Company,62.73,6275936705,,,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son,NYSE,91767,2650
SNE,Sony Corp Ord,48.98,61261581546,,,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne,NYSE,313838,3651
BID,Sotheby&#39;s,37.8,1761121958,,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid,NYSE,823094,7389
SOR,"Source Capital, Inc.",35.7,303803572.8,,,,,https://www.nasdaq.com/symbol/sor,NYSE,746776,6199
SJI,"South Jersey Industries, Inc.",32.55,3007251404,,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji,NYSE,91928,4924
SJIU,"South Jersey Industries, Inc.",52.32,0,,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu,NYSE,,
SCE^G,Southern California Edison Company,21.26,0,,,,,https://www.nasdaq.com/symbol/sce^g,NYSE,,
SCE^H,Southern California Edison Company,24.25,0,,,,,https://www.nasdaq.com/symbol/sce^h,NYSE,,
SCE^J,Southern California Edison Company,23.12,0,,,,,https://www.nasdaq.com/symbol/sce^j,NYSE,,
SCE^K,Southern California Edison Company,23.32,0,,,,,https://www.nasdaq.com/symbol/sce^k,NYSE,,
SCE^L,Southern California Edison Company,21.01,0,,,,,https://www.nasdaq.com/symbol/sce^l,NYSE,,
SO,Southern Company (The),54.35,56540073034,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so,NYSE,92122,4911
SOJA,Southern Company (The),26.15,0,,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja,NYSE,,
SOJB,Southern Company (The),25.52,0,,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb,NYSE,,
SOJC,Southern Company (The),25.45,0,,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc,NYSE,,
SCCO,Southern Copper Corporation,33.48,25881528822,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco,NYSE,1001838,1000
LUV,Southwest Airlines Company,51.15,27777768510,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv,NYSE,92380,4512
SWX,"Southwest Gas Holdings, Inc.",87.08,4649774448,,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx,NYSE,1692115,4923
SWN,Southwestern Energy Company,3.79,2050984048,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn,NYSE,7332,1311
SPAQ,Spartan Energy Acquisition Corp,9.88,681720000,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/spaq,NYSE,1720990,6770
SPAQ.U,Spartan Energy Acquisition Corp,,0,,2018,,,https://www.nasdaq.com/symbol/spaq.u,NYSE,1720990,6770
SPAQ.WS,Spartan Energy Acquisition Corp,,0,,,,,https://www.nasdaq.com/symbol/spaq.ws,NYSE,1720990,6770
SPE,Special Opportunities Fund Inc.,13.352,113504924.7,,,,,https://www.nasdaq.com/symbol/spe,NYSE,897802,
SPE^B,Special Opportunities Fund Inc.,25.3145,0,,,,,https://www.nasdaq.com/symbol/spe^b,NYSE,,
SPB,"Spectrum Brands Holdings, Inc.",61.97,3021917226,,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb,NYSE,109177,3690
TRK,"Speedway Motorsports, Inc.",18.43,752633318.9,,1995,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk,NYSE,934648,7948
SR,Spire Inc.,85.71,4349429375,,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr,NYSE,1126956,4924
SR^A,Spire Inc.,25.95,0,,,,,https://www.nasdaq.com/symbol/sr^a,NYSE,,
SPR,"Spirit Aerosystems Holdings, Inc.",82.64,8732684083,,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr,NYSE,1364885,3728
SAVE,"Spirit Airlines, Inc.",47.2,3230310652,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,NYSE,1498710,4512
SMTA,Spirit MTA REIT,7.2,310751503.2,,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/smta,NYSE,1722992,6798
SRC,"Spirit Realty Capital, Inc.",42.63,4213472978,,2013,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src,NYSE,1308606,6512
SRC^A,"Spirit Realty Capital, Inc.",24.7,0,,,,,https://www.nasdaq.com/symbol/src^a,NYSE,1277406,6798
SPOT,Spotify Technology S.A.,124.65,22520255231,,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/spot,NYSE,1639920,4832
SRLP,Sprague Resources LP,17.88,406483508.8,,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp,NYSE,1525287,5171
S,Sprint Corporation,7.16,29200748030,,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s,NYSE,101830,4813
SPXC,SPX Corporation,30.3,1329170858,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc,NYSE,88205,3540
FLOW,"SPX FLOW, Inc.",36.18,1538874078,,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow,NYSE,1641991,3540
SQ,"Square, Inc.",64.66,27349034969,,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq,NYSE,1512673,7372
JOE,St. Joe Company (The),16.32,982472714.9,,,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/joe,NYSE,745308,6552
STAG,"Stag Industrial, Inc.",29.71,3733134705,,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag,NYSE,1479094,6798
STAG^C,"Stag Industrial, Inc.",26.5067,0,,,,,https://www.nasdaq.com/symbol/stag^c,NYSE,1479094,6798
SSI,"Stage Stores, Inc.",1.04,31367347.44,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ssi,NYSE,6885,5651
SMP,"Standard Motor Products, Inc.",45.9,1026172301,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp,NYSE,93389,3714
SXI,Standex International Corporation,66.03,835352199,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi,NYSE,310354,3580
SWJ,"Stanley Black & Decker, Inc.",25.43,0,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swj,NYSE,93556,3420
SWK,"Stanley Black & Decker, Inc.",132.8,20123497806,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swk,NYSE,93556,3420
SWP,"Stanley Black & Decker, Inc.",96.82,0,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swp,NYSE,93556,3420
STN,Stantec Inc,23.84,2661925671,,,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn,NYSE,1131383,8711
SGU,"Star Group, L.P.",10.01,501304553.8,,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu,NYSE,1002590,5990
SRT,"StarTek, Inc.",8.73,334845776.1,,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt,NYSE,1031029,7363
STWD,"STARWOOD PROPERTY TRUST, INC.",22.78,6385148826,,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stwd,NYSE,1465128,6798
STT,State Street Corporation,58.97,22005476480,,,Finance,Major Banks,https://www.nasdaq.com/symbol/stt,NYSE,93751,6022
STT^C,State Street Corporation,25.34,0,,,,,https://www.nasdaq.com/symbol/stt^c,NYSE,,
STT^D,State Street Corporation,26.81,0,,,,,https://www.nasdaq.com/symbol/stt^d,NYSE,,
STT^E,State Street Corporation,25.71,0,,,,,https://www.nasdaq.com/symbol/stt^e,NYSE,,
STT^G,State Street Corporation,26.25,0,,,,,https://www.nasdaq.com/symbol/stt^g,NYSE,,
SPLP,Steel Partners Holdings LP,13.86,345927124.6,,,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp,NYSE,1452857,3390
SPLP^A,Steel Partners Holdings LP,21.76,0,,,,,https://www.nasdaq.com/symbol/splp^a,NYSE,,
SCS,Steelcase Inc.,16.72,1961485984,,1998,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs,NYSE,1050825,2522
SCA,Stellus Capital Investment Corporation,25.6275,0,,,,,https://www.nasdaq.com/symbol/sca,NYSE,1358164,6351
SCM,Stellus Capital Investment Corporation,14.16,267708393.6,,2012,,,https://www.nasdaq.com/symbol/scm,NYSE,1551901,
SCL,Stepan Company,85.54,1934397369,,,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl,NYSE,94049,2840
STE,STERIS plc,135.11,11418662085,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ste,NYSE,1757898,3842
STL,Sterling Bancorp,20.54,4306825146,,,Finance,Major Banks,https://www.nasdaq.com/symbol/stl,NYSE,1070154,6021
STL^A,Sterling Bancorp,26.85,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/stl^a,NYSE,93451,6021
STC,Stewart Information Services Corporation,42.81,1020859803,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/stc,NYSE,94344,6361
SF,Stifel Financial Corporation,56.29,3983292332,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf,NYSE,720672,6211
SF^A,Stifel Financial Corporation,26.27,0,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf^a,NYSE,,
SF^B,Stifel Financial Corporation,26.18,0,,,,,https://www.nasdaq.com/symbol/sf^b,NYSE,,
SFB,Stifel Financial Corporation,24.87,0,,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sfb,NYSE,720672,6211
STM,STMicroelectronics N.V.,15.24,13593588678,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/stm,NYSE,932787,3674
EDF,Stone Harbor Emerging Markets Income Fund,13.34,215991862,,2010,,,https://www.nasdaq.com/symbol/edf,NYSE,1501103,
EDI,Stone Harbor Emerging Markets Total Income Fund,12.59,122177187.4,,2012,,,https://www.nasdaq.com/symbol/edi,NYSE,1551040,
STON,StoneMor Partners L.P.,2.61,99933916.77,,2004,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ston,NYSE,1286131,7200
SRI,"Stoneridge, Inc.",26.46,759260571.3,,1997,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sri,NYSE,1043337,3714
STOR,STORE Capital Corporation,34.74,7888414892,,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stor,NYSE,1538990,6798
GJH,STRATS Trust,9.75,0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh,NYSE,1140396,6189
GJO,STRATS Trust,23.0463,0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo,NYSE,1140396,6189
GJS,STRATS Trust,20.2324,0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs,NYSE,1140396,6189
SYK,Stryker Corporation,184.77,69068889405,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk,NYSE,310764,3841
MSC,Studio City International Holdings Limited,18.858,623747208,,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/msc,NYSE,1713334,7011
RGR,"Sturm, Ruger & Company, Inc.",51.87,905547497.4,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/rgr,NYSE,95029,3480
SPH,"Suburban Propane Partners, L.P.",23.46,1446677134,,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph,NYSE,1005210,5900
SMFG,Sumitomo Mitsui Financial Group Inc,7.04,49125137670,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg,NYSE,1022837,6029
INN,"Summit Hotel Properties, Inc.",12,1260966516,,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/inn,NYSE,1497645,6798
INN^D,"Summit Hotel Properties, Inc.",25.3224,0,,,,,https://www.nasdaq.com/symbol/inn^d,NYSE,1497645,6798
INN^E,"Summit Hotel Properties, Inc.",23.97,0,,,,,https://www.nasdaq.com/symbol/inn^e,NYSE,1497645,6798
SUM,"Summit Materials, Inc.",15.93,1785237346,,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sum,NYSE,1621563,1400
SMLP,"Summit Midstream Partners, LP",7.57,626003504.3,,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp,NYSE,1549922,4922
SUI,"Sun Communities, Inc.",126.13,10910986140,,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui,NYSE,912593,6798
SLF,Sun Life Financial Inc.,40.09,24185004779,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf,NYSE,1097362,6311
SXCP,"SunCoke Energy Partners, L.P.",10.94,505724999.1,,2013,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxcp,NYSE,1555538,3312
SXC,"SunCoke Energy, Inc.",7.69,500627851.2,,2011,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxc,NYSE,1514705,3312
SU,Suncor Energy  Inc.,31.09,48841878911,,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su,NYSE,311337,2911
STG,Sunlands Technology Group,2.88,494278272,,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stg,NYSE,1723935,8200
SUN,Sunoco LP,30.09,2489917019,,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun,NYSE,1552275,5172
SHO,"Sunstone Hotel Investors, Inc.",13.97,3194090839,,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho,NYSE,1295810,7011
SHO^E,"Sunstone Hotel Investors, Inc.",26.96,0,,,,,https://www.nasdaq.com/symbol/sho^e,NYSE,1295810,7011
SHO^F,"Sunstone Hotel Investors, Inc.",26.1271,0,,,,,https://www.nasdaq.com/symbol/sho^f,NYSE,1295810,7011
STI,"SunTrust Banks, Inc.",62.35,27672520549,,,Finance,Major Banks,https://www.nasdaq.com/symbol/sti,NYSE,750556,6021
STI^A,"SunTrust Banks, Inc.",22.14,0,,,,,https://www.nasdaq.com/symbol/sti^a,NYSE,,
SPN,"Superior Energy Services, Inc.",1.92,299437321,,,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn,NYSE,886835,1389
SUP,"Superior Industries International, Inc.",4.2,105481311.6,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sup,NYSE,95552,3714
SUZ,Suzano S.A.,16.94,11427906783,,2018,Basic Industries,Paper,https://www.nasdaq.com/symbol/suz,NYSE,909327,2621
SWZ,"Swiss Helvetia Fund, Inc. (The)",7.66,101626070.3,,,,,https://www.nasdaq.com/symbol/swz,NYSE,813623,
SWCH,"Switch, Inc.",12.63,3104703569,,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch,NYSE,1710583,7370
SYF,Synchrony Financial,34.81,23995103849,,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf,NYSE,1601712,6199
SNX,Synnex Corporation,94.45,4837656651,,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx,NYSE,1177394,5045
SNV,Synovus Financial Corp.,34.29,5400711793,,,Finance,Major Banks,https://www.nasdaq.com/symbol/snv,NYSE,18349,6021
SNV^D,Synovus Financial Corp.,26.6945,0,,,,,https://www.nasdaq.com/symbol/snv^d,NYSE,,
GJP,"Synthetic Fixed-Income Securities, Inc.",21.7034,0,,,,,https://www.nasdaq.com/symbol/gjp,NYSE,,
GJR,"Synthetic Fixed-Income Securities, Inc.",22.11,0,,,,,https://www.nasdaq.com/symbol/gjr,NYSE,,
GJT,"Synthetic Fixed-Income Securities, Inc.",20.34,0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt,NYSE,1140396,6189
GJV,"Synthetic Fixed-Income Securities, Inc.",26.4279,0,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv,NYSE,1140396,6189
SYY,Sysco Corporation,75.05,38573849717,,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy,NYSE,96021,5140
SYX,Systemax Inc.,21.21,793864763.2,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/syx,NYSE,945114,5084
DATA,"Tableau Software, Inc.",112.94,9733107874,,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data,NYSE,1303652,7372
TLRD,"Tailored Brands, Inc.",6.3,317955733.2,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd,NYSE,884217,5600
TWN,"Taiwan Fund, Inc. (The)",16.03,127156388,,1986,,,https://www.nasdaq.com/symbol/twn,NYSE,,
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,38.2,1.98108E+11,,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm,NYSE,1046179,3674
TAK,Takeda Pharmaceutical Company Limited,17.71,54958589661,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tak,NYSE,1395064,2834
TAL,TAL Education Group,33.98,20087997988,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal,NYSE,1499620,8200
TGE,"Tallgrass Energy, LP",23.98,6746396298,,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tge,NYSE,1633651,4922
TALO,"Talos Energy, Inc.",24.96,1351728893,,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/talo,NYSE,1724965,1311
SKT,"Tanger Factory Outlet Centers, Inc.",18.06,1699494148,,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt,NYSE,899715,6798
TPR,"Tapestry, Inc.",29.71,8619939223,,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr,NYSE,1116132,3100
NGLS^A,Targa Resources Partners LP,27.38,0,,,,,https://www.nasdaq.com/symbol/ngls^a,NYSE,1379661,4922
TRGP,"Targa Resources, Inc.",40.46,9405954239,,2010,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trgp,NYSE,1389170,4922
TGT,Target Corporation,81.57,41789325241,,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt,NYSE,27419,5331
TARO,Taro Pharmaceutical Industries Ltd.,93.9,3663943351,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro,NYSE,906338,2834
TTM,Tata Motors Ltd,12.95,8795254258,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm,NYSE,926042,3711
TCO,"Taubman Centers, Inc.",48.5,2966579179,,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco,NYSE,890319,6798
TCO^J,"Taubman Centers, Inc.",25.71,0,,,,,https://www.nasdaq.com/symbol/tco^j,NYSE,,
TCO^K,"Taubman Centers, Inc.",25.96,0,,,,,https://www.nasdaq.com/symbol/tco^k,NYSE,,
TMHC,Taylor Morrison Home Corporation,20.61,2212871566,,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc,NYSE,1562476,1531
TRP,TC Energy Corporation,49.04,45290670633,,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp,NYSE,1232384,4922
TCP,"TC PipeLines, LP",36.89,2700583948,,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp,NYSE,1075607,4922
TCF,TCF Financial Corporation,20.16,3310024919,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf,NYSE,814184,6021
TCF^D,TCF Financial Corporation,25.12,0,,,,,https://www.nasdaq.com/symbol/tcf^d,NYSE,,
TSI,"TCW Strategic Income Fund, Inc.",5.61,267523828.8,,,,,https://www.nasdaq.com/symbol/tsi,NYSE,,
TEL,TE Connectivity Ltd.,86.67,29234524575,,,Technology,Electronic Components,https://www.nasdaq.com/symbol/tel,NYSE,1385157,5065
TISI,"Team, Inc.",14.5,438592984,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi,NYSE,318833,7600
FTI,TechnipFMC plc,22.01,9855358427,,,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti,NYSE,1681459,3533
TECK,Teck Resources Ltd,19.81,11047490244,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck,NYSE,886986,1400
TK,Teekay Corporation,3.74,376559988.9,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk,NYSE,911971,4412
TGP,Teekay LNG Partners L.P.,14.31,1125143827,,2005,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tgp,NYSE,1308106,4400
TGP^A,Teekay LNG Partners L.P.,25.6,0,,,,,https://www.nasdaq.com/symbol/tgp^a,NYSE,1308106,4400
TGP^B,Teekay LNG Partners L.P.,24.59,0,,,,,https://www.nasdaq.com/symbol/tgp^b,NYSE,1308106,4400
TOO,Teekay Offshore Partners L.P.,1.15,471961136.2,,2006,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/too,NYSE,1382298,4400
TOO^A,Teekay Offshore Partners L.P.,16.76,0,,,,,https://www.nasdaq.com/symbol/too^a,NYSE,1382298,4400
TOO^B,Teekay Offshore Partners L.P.,17.42,0,,,,,https://www.nasdaq.com/symbol/too^b,NYSE,1382298,4400
TOO^E,Teekay Offshore Partners L.P.,17.4,0,,,,,https://www.nasdaq.com/symbol/too^e,NYSE,1382298,4400
TNK,Teekay Tankers Ltd.,1.26,338927902.7,,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk,NYSE,1419945,4400
GCI,TEGNA Inc.,7.79,892110862.3,,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci,NYSE,1635718,2711
TGNA,TEGNA Inc.,15.6,3375062792,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna,NYSE,39899,4833
TRC,Tejon Ranch Co,16.38,426289631,,,Finance,Real Estate,https://www.nasdaq.com/symbol/trc,NYSE,96869,6500
HQH,Tekla Healthcare Investors,19.84,840043257.6,,1987,,,https://www.nasdaq.com/symbol/hqh,NYSE,805267,
THQ,Tekla Healthcare Opportunies Fund,16.89,700304310.5,,2014,,,https://www.nasdaq.com/symbol/thq,NYSE,1604522,
HQL,Tekla Life Sciences Investors,16.49,375241212.7,,1992,,,https://www.nasdaq.com/symbol/hql,NYSE,884121,
THW,Tekla World Healthcare Fund,12.34,372124386,,2015,,,https://www.nasdaq.com/symbol/thw,NYSE,1635977,
TDOC,"Teladoc Health, Inc.",61.2,4381609288,,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/tdoc,NYSE,1477449,8011
TLRA,"Telaria, Inc.",7.94,362239751.9,,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra,NYSE,1375796,7311
TEO,Telecom Argentina Stet - France Telecom S.A.,15.77,6792731984,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/teo,NYSE,932470,4813
TI,Telecom Italia S.P.A.,4.91,107038000,,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ti,NYSE,948642,4899
TI.A,Telecom Italia S.P.A.,,0,,,,,https://www.nasdaq.com/symbol/ti.a,NYSE,,
TDY,Teledyne Technologies Incorporated,239.74,8687303508,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy,NYSE,1094285,3812
TFX,Teleflex Incorporated,295.61,13643609954,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx,NYSE,96943,3841
VIV,Telefonica Brasil S.A.,11.55,19504413113,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/viv,NYSE,1066119,4813
TEF,Telefonica SA,8.02,41640896122,,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tef,NYSE,814052,4813
TDA,"Telephone and Data Systems, Inc.",24.4,0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tda,NYSE,96966,4812
TDE,"Telephone and Data Systems, Inc.",25.2388,0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tde,NYSE,96966,4812
TDI,"Telephone and Data Systems, Inc.",28,0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdi,NYSE,96966,4812
TDJ,"Telephone and Data Systems, Inc.",25.46,0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdj,NYSE,96966,4812
TDS,"Telephone and Data Systems, Inc.",30.81,3514253301,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds,NYSE,1051512,4813
TU,TELUS Corporation,37.43,22489050618,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tu,NYSE,868675,4812
TDF,"Templeton Dragon Fund, Inc.",18.39,622582213.7,,,,,https://www.nasdaq.com/symbol/tdf,NYSE,,
EMF,Templeton Emerging Markets Fund,14.11,237288998.8,,1987,,,https://www.nasdaq.com/symbol/emf,NYSE,809708,
TEI,"Templeton Emerging Markets Income Fund, Inc.",10.14,486703958.5,,1993,,,https://www.nasdaq.com/symbol/tei,NYSE,,
GIM,"Templeton Global Income Fund, Inc.",6.3,845108195.4,,1988,,,https://www.nasdaq.com/symbol/gim,NYSE,,
TPX,"Tempur Sealy International, Inc.",63.87,3495698222,,2003,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tpx,NYSE,1206264,2510
TS,Tenaris S.A.,25.41,14998720425,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ts,NYSE,1190723,3312
