Name,Source,Sector,Industry
So-Young International Inc.,10K,7,64
"Interface, Inc.",10K,4,49
IAC/InterActiveCorp,10K,9,89
"Axon Enterprise, Inc.",10K,3,35
"Match Group, Inc.",10K,7,66
Applied Genetic Technologies Corporation,10K,1,1
"Boston Beer Company, Inc. (The)",10K,9,86
Quaker Chemical Corporation,10K,4,46
"The Hanover Insurance Group, Inc.",10K,6,55
Lakeland Financial Corporation,10K,5,53
M&T Bank Corporation,10K,5,53
"Eagle Bancorp, Inc.",10K,8,72
"Sigma Labs, Inc.",10K,2,20
Murphy Oil Corporation,10K,2,28
Antero Midstream Corporation,10K,2,31
CM Finance Inc,10K,6,58
Abbott Laboratories,10K,1,8
Vulcan Materials Company,10K,2,22
"Shoe Carnival, Inc.",10K,9,89
"Aevi Genomic Medicine, Inc.",10K,1,3
"Independence Contract Drilling, Inc.",10K,2,16
HF Foods Group Inc.,10K,8,69
"Accelerate Diagnostics, Inc.",10K,1,12
Xerox Corporation,10K,7,64
"Children&#39;s Place, Inc. (The)",10K,8,72
Zebra Technologies Corporation,10K,3,35
Encore Capital Group Inc,10K,8,84
"AppFolio, Inc.",10K,7,60
Whirlpool Corporation,10K,4,47
"Qorvo, Inc.",10K,3,38
"Omega Healthcare Investors, Inc.",10K,10,99
Gogo Inc.,10K,7,65
Kaixin Auto Holdings,10K,8,69
"First Community Bankshares, Inc.",10K,5,53
TESSCO Technologies Incorporated,10K,3,35
"Southside Bancshares, Inc.",10K,5,53
San Juan Basin Royalty Trust,10K,2,27
"Evans Bancorp, Inc.",10K,5,53
"Targa Resources, Inc.",10K,2,31
"NuVasive, Inc.",10K,1,6
Devon Energy Corporation,10K,2,28
"BlackRock, Inc.",10K,6,56
Cesca Therapeutics Inc.,10K,1,5
Tennessee Valley Authority,10K,2,30
"Kelly Services, Inc.",10K,8,80
"Mattel, Inc.",10K,9,88
"Sandy Spring Bancorp, Inc.",10K,8,72
Menlo Therapeutics Inc.,10K,8,72
ENGlobal Corporation,10K,2,18
"First Financial Northwest, Inc.",10K,5,52
MSG Networks Inc.,10K,7,67
"CASI Pharmaceuticals, Inc.",10K,1,2
Senmiao Technology Limited,10K,8,70
"Senseonics Holdings, Inc.",10K,7,66
"New York Community Bancorp, Inc.",10K,5,53
"CorEnergy Infrastructure Trust, Inc.",10K,6,58
"Hudson Global, Inc.",10K,8,79
Hamilton Lane Incorporated,10K,6,57
"Sonos, Inc.",10K,7,66
Career Education Corporation,10K,8,75
MSB Financial Corp.,10K,5,52
REGENXBIO Inc.,10K,8,72
Franklin Financial Services Corporation,10K,5,53
Zoetis Inc.,10K,8,72
Conduent Incorporated,10K,8,79
Progenics Pharmaceuticals Inc.,10K,1,4
"LightPath Technologies, Inc.",10K,3,37
"Hemisphere Media Group, Inc.",10K,7,68
"Bancorp 34, Inc.",10K,5,52
Enersys,10K,2,23
"Perceptron, Inc.",10K,8,72
"American Axle & Manufacturing Holdings, Inc.",10K,8,72
"Chico&#39;s FAS, Inc.",10K,9,89
Big 5 Sporting Goods Corporation,10K,9,89
Kadant Inc,10K,4,45
"Steel Dynamics, Inc.",10K,4,51
"H&R Block, Inc.",10K,8,80
"DropCar, Inc.",10K,2,18
"Collegium Pharmaceutical, Inc.",10K,8,72
Murphy USA Inc.,10K,8,72
SITE Centers Corp.,10K,10,100
Materion Corporation,10K,4,45
"Cree, Inc.",10K,3,38
Ion Geophysical Corporation,10K,2,16
CMS Energy Corporation,10K,2,30
"PDC Energy, Inc.",10K,2,28
"FTI Consulting, Inc.",10K,8,72
Xcel Energy Inc.,10K,2,30
Francesca&#39;s Holdings Corporation,10K,9,89
"Live Nation Entertainment, Inc.",10K,7,67
"Corvus Pharmaceuticals, Inc.",10K,1,1
"Sarepta Therapeutics, Inc.",10K,1,2
"China HGS Real Estate, Inc.",10K,8,71
Icahn Enterprises L.P.,10K,6,57
"Tempur Sealy International, Inc.",10K,9,85
Solid Biosciences Inc.,10K,1,1
"HarborOne Bancorp, Inc.",10K,5,53
"Commercial Vehicle Group, Inc.",10K,4,45
"IDEXX Laboratories, Inc.",10K,1,12
"Opko Health, Inc.",10K,8,72
"Electronics for Imaging, Inc.",10K,7,64
"Pathfinder Bancorp, Inc.",10K,5,52
Deluxe Corporation,10K,9,91
"Patrick Industries, Inc.",10K,4,51
Amedisys Inc,10K,8,76
"Manhattan Bridge Capital, Inc",10K,8,72
"Telenav, Inc.",10K,7,65
MDC Partners Inc.,10K,8,79
"Destination XL Group, Inc.",10K,9,89
"Patterson-UTI Energy, Inc.",10K,2,16
ManTech International Corporation,10K,8,72
"Hudson Technologies, Inc.",10K,2,20
"Arcadia Biosciences, Inc.",10K,2,24
Chesapeake Energy Corporation,10K,2,28
W.R. Berkley Corporation,10K,6,55
"Camping World Holdings, Inc.",10K,4,43
Legacy Acquisition Corp.,10K,8,69
Mesa Royalty Trust,10K,2,27
Kosmos Energy Ltd.,10K,2,28
Occidental Petroleum Corporation,10K,2,28
"Provident Financial Holdings, Inc.",10K,5,52
Neogen Corporation,10K,1,12
Coca-Cola Company (The),10K,9,86
E.W. Scripps Company (The),10K,7,68
"BCB Bancorp, Inc. (NJ)",10K,5,52
"Prudential Bancorp, Inc.",10K,5,52
"SilverBow Resorces, Inc.",10K,2,28
"FireEye, Inc.",10K,7,60
SVB Financial Group,10K,5,53
Inseego Corp.,10K,7,64
Zumiez Inc.,10K,9,89
"Chegg, Inc.",10K,8,75
"Equity Lifestyle Properties, Inc.",10K,10,100
Webster Financial Corporation,10K,8,72
"Pieris Pharmaceuticals, Inc.",10K,9,92
DISH Network Corporation,10K,8,72
ACADIA Pharmaceuticals Inc.,10K,1,4
"Amkor Technology, Inc.",10K,8,72
Lexington Realty Trust,10K,10,100
First Commonwealth Financial Corporation,10K,5,53
Global Medical REIT Inc.,10K,10,99
MPLX LP,10K,2,31
"Four Corners Property Trust, Inc.",10K,10,100
"Duff & Phelps Utilities Tax-Free Income, Inc.",10K,6,57
"Hurco Companies, Inc.",10K,3,37
Paylocity Holding Corporation,10K,7,61
"Airgain, Inc.",10K,3,38
"TSR, Inc.",10K,8,80
Skyline Champion Corporation,10K,4,41
"Fate Therapeutics, Inc.",10K,1,1
Mistras Group Inc,10K,8,72
"ConAgra Brands, Inc.",10K,9,86
"Cass Information Systems, Inc",10K,7,63
"NCI Building Systems, Inc.",10K,4,49
"General Mills, Inc.",10K,9,86
"South Jersey Industries, Inc.",10K,2,30
"Gilead Sciences, Inc.",10K,1,4
"Fauquier Bankshares, Inc.",10K,5,53
"Toll Brothers, Inc.",10K,10,96
"Flex Pharma, Inc.",10K,1,4
"Biocept, Inc.",10K,1,11
Cowen Inc.,10K,6,57
"Calavo Growers, Inc.",10K,2,26
"Cue Biopharma, Inc.",10K,1,1
"NiSource, Inc",10K,2,30
"Catasys, Inc.",10K,3,38
"Proteostasis Therapeutics, Inc.",10K,1,4
"Deciphera Pharmaceuticals, Inc.",10K,1,1
"ServiceNow, Inc.",10K,7,60
Intercontinental Exchange Inc.,10K,6,56
"Lifeway Foods, Inc.",10K,9,86
"Penumbra, Inc.",10K,1,5
Pope Resources,10K,10,97
"Build-A-Bear Workshop, Inc.",10K,10,93
"Youngevity International, Inc.",10K,9,85
"Sangamo Therapeutics, Inc.",10K,1,2
"Allscripts Healthcare Solutions, Inc.",10K,8,77
FNCB Bancorp Inc.,10K,5,53
"The ONE Group Hospitality, Inc.",10K,8,69
Vince Holding Corp.,10K,9,88
Black Ridge Acquisition Corp.,10K,8,69
ClearBridge All Cap Growth ETF,10K,8,69
"Ringcentral, Inc.",10K,8,72
"IF Bancorp, Inc.",10K,5,52
"Genocea Biosciences, Inc.",10K,1,4
"HubSpot, Inc.",10K,7,60
"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",10K,6,56
Rayonier Advanced Materials Inc.,10K,2,23
LPL Financial Holdings Inc.,10K,6,56
Phillips 66 Partners LP,10K,2,31
American Woodmark Corporation,10K,4,47
"Schweitzer-Mauduit International, Inc.",10K,9,86
"Blonder Tongue Laboratories, Inc.",10K,3,39
Patriot National Bancorp Inc.,10K,5,53
Ritchie Bros. Auctioneers Incorporated,10K,8,82
"Kindred Biosciences, Inc.",10K,1,3
Snap Inc.,10K,7,66
"Rocky Mountain Chocolate Factory, Inc.",10K,10,93
"CapStar Financial Holdings, Inc.",10K,5,53
Armstrong World Industries Inc,10K,4,49
"Digital Realty Trust, Inc.",10K,10,100
Edwards Lifesciences Corporation,10K,1,6
"Voya Financial, Inc.",10K,6,54
Cel-Sci Corporation,10K,1,2
"Essex Property Trust, Inc.",10K,10,100
"Spark Therapeutics, Inc.",10K,1,1
Jack In The Box Inc.,10K,10,93
Bluegreen Vacations Corporation,10K,10,94
"Pfizer, Inc.",10K,1,8
Moody&#39;s Corporation,10K,6,56
Dean Foods Company,10K,9,86
"Marcus & Millichap, Inc.",10K,8,82
"XPO Logistics, Inc.",10K,2,13
"Lilis Energy, Inc.",10K,2,28
"Life Storage, Inc.",10K,10,100
"Arrowhead Pharmaceuticals, Inc.",10K,1,2
"Revlon, Inc.",10K,9,88
"American Electric Power Company, Inc.",10K,2,30
"NetScout Systems, Inc.",10K,7,60
Ford Motor Company,10K,4,42
Ethan Allen Interiors Inc.,10K,9,88
Wendy&#39;s Company (The),10K,10,93
"Cullen/Frost Bankers, Inc.",10K,8,72
"CF Industries Holdings, Inc.",10K,2,22
"Global Blood Therapeutics, Inc.",10K,1,4
Hanesbrands Inc.,10K,9,88
"Cleveland BioLabs, Inc.",10K,1,2
"Staffing 360 Solutions, Inc.",10K,8,70
Robert Half International Inc.,10K,8,80
"CRA International,Inc.",10K,8,79
"Ra Pharmaceuticals, Inc.",10K,1,4
"Box, Inc.",10K,7,60
W.R. Grace & Co.,10K,4,46
CyberOptics Corporation,10K,3,37
"Merrimack Pharmaceuticals, Inc.",10K,1,1
Rand Capital Corporation,10K,6,58
"Douglas Emmett, Inc.",10K,8,72
"Insignia Systems, Inc.",10K,9,88
Pure Cycle Corporation,10K,2,29
Capstead Mortgage Corporation,10K,6,59
LHC Group,10K,8,76
"Carrols Restaurant Group, Inc.",10K,10,93
"Aduro Biotech, Inc.",10K,1,1
"Guardion Health Sciences, Inc.",10K,1,3
"Dunkin&#39; Brands Group, Inc.",10K,10,93
"First US Bancshares, Inc.",10K,5,53
"Manning & Napier, Inc.",10K,6,57
"Williams Companies, Inc. (The)",10K,2,31
"Tableau Software, Inc.",10K,7,60
"Empire State Realty Trust, Inc.",10K,10,100
"Five9, Inc.",10K,7,60
"First Industrial Realty Trust, Inc.",10K,10,100
"PayPal Holdings, Inc.",10K,8,83
Lipocine Inc.,10K,1,3
BrightSphere Investment Group plc,10K,6,57
VictoryShares US Small Cap Volatility Wtd ETF,10K,10,99
"Key Energy Services, Inc.",10K,2,16
"J. W. Mays, Inc.",10K,8,72
Social Capital Hedosophia Holdings Corp.,10K,8,69
"Rudolph Technologies, Inc.",10K,3,37
"The Trade Desk, Inc.",10K,7,66
El Paso Electric Company,10K,2,30
"Document Security Systems, Inc.",10K,7,62
"Charter Communications, Inc.",10K,7,65
"BroadVision, Inc.",10K,7,60
JetBlue Airways Corporation,10K,2,15
"Jounce Therapeutics, Inc.",10K,1,1
"CEVA, Inc.",10K,3,38
"Sonic Automotive, Inc.",10K,4,43
"Treehouse Foods, Inc.",10K,9,86
Noble Corporation,10K,2,16
"Tactile Systems Technology, Inc.",10K,1,5
"Beacon Roofing Supply, Inc.",10K,4,49
Masonite International Corporation,10K,4,49
"Ohr Pharmaceutical, Inc.",10K,1,2
"Superior Energy Services, Inc.",10K,2,16
"Anthem, Inc.",10K,8,78
ePlus inc.,10K,8,72
China XD Plastics Company Limited,10K,8,71
Thermo Fisher Scientific Inc,10K,1,12
W.P. Carey Inc.,10K,10,100
"InterDigital, Inc.",10K,3,38
EMC Insurance Group Inc.,10K,6,55
"IZEA Worldwide, Inc.",10K,7,66
Xperi Corporation,10K,3,38
Mercury General Corporation,10K,6,55
General Electric Company,10K,4,45
"American Financial Group, Inc.",10K,6,55
"RTW Retailwinds, Inc.",10K,9,89
"NACCO Industries, Inc.",10K,2,22
"Nordstrom, Inc.",10K,9,89
"GAIN Capital Holdings, Inc.",10K,6,56
"Seattle Genetics, Inc.",10K,1,2
"Primerica, Inc.",10K,6,54
Varex Imaging Corporation,10K,1,7
"Penske Automotive Group, Inc.",10K,4,43
"Horizon Bancorp, Inc.",10K,8,72
"Natural Alternatives International, Inc.",10K,9,85
"Nuance Communications, Inc.",10K,7,64
"Overstock.com, Inc.",10K,9,91
"Berry Global Group, Inc.",10K,4,46
Brunswick Corporation,10K,4,47
Encore Wire Corporation,10K,3,36
Global X Genomics & Biotechnology ETF,10K,1,11
Kentucky First Federal Bancorp,10K,5,52
"Portola Pharmaceuticals, Inc.",10K,1,4
Global X Future Analytics Tech ETF,10K,8,76
"Orion Energy Systems, Inc.",10K,4,49
"Synopsys, Inc.",10K,3,38
180 Degree Capital Corp.,10K,6,58
"First Savings Financial Group, Inc.",10K,5,52
"Westwater Resources, Inc.",10K,2,21
Ares Commercial Real Estate Corporation,10K,6,59
"BioCryst Pharmaceuticals, Inc.",10K,1,4
"CBTX, Inc.",10K,5,53
Phibro Animal Health Corporation,10K,2,26
"Sino-Global Shipping America, Ltd.",10K,8,74
"Marsh & McLennan Companies, Inc.",10K,8,80
Eagle Materials Inc,10K,2,22
Healthcare Realty Trust Incorporated,10K,10,99
Valvoline Inc.,10K,8,72
Ideal Power Inc.,10K,3,33
Peoples Bancorp Inc.,10K,5,53
"Shutterfly, Inc.",10K,9,91
Pacific Premier Bancorp Inc,10K,5,53
"Eiger BioPharmaceuticals, Inc.",10K,1,4
Fortive Corporation,10K,4,47
AbbVie Inc.,10K,1,8
"Athenex, Inc.",10K,1,4
"Heartland Express, Inc.",10K,2,13
"American Eagle Outfitters, Inc.",10K,9,89
"Saia, Inc.",10K,2,13
"NL Industries, Inc.",10K,2,23
"Del Taco Restaurants, Inc.",10K,8,69
"McCormick & Company, Incorporated",10K,9,86
"Syneos Health, Inc.",10K,1,9
Perrigo Company,10K,1,8
"Era Group, Inc.",10K,4,44
Luminex Corporation,10K,1,11
"LiveRamp Holdings, Inc.",10K,8,79
"Revolution Lighting Technologies, Inc.",10K,4,49
American River Bankshares,10K,8,72
AquaVenture Holdings Limited,10K,2,29
TFS Financial Corporation,10K,8,72
"Euronet Worldwide, Inc.",10K,8,83
Allegheny Technologies Incorporated,10K,4,51
Cross Timbers Royalty Trust,10K,2,27
Myovant Sciences Ltd.,10K,1,4
Cumulus Media Inc.,10K,7,68
"FBL Financial Group, Inc.",10K,6,54
LyondellBasell Industries NV,10K,2,23
"Red Robin Gourmet Burgers, Inc.",10K,10,93
Phio Pharmaceuticals Corp.,10K,1,2
"Maximus, Inc.",10K,2,17
Wright Medical Group N.V.,10K,1,6
Arthur J. Gallagher & Co.,10K,6,55
"HD Supply Holdings, Inc.",10K,4,51
TriMas Corporation,10K,4,45
Helen of Troy Limited,10K,9,88
Dell Technologies Inc.,10K,7,64
GoDaddy Inc.,10K,7,60
"Model N, Inc.",10K,7,60
AMREP Corporation,10K,7,68
SBA Communications Corporation,10K,10,98
Cohen & Steers Quality Income Realty Fund Inc,10K,6,59
"Wynn Resorts, Limited",10K,10,95
Callon Petroleum Company,10K,2,28
"Eagle Financial Bancorp, Inc.",10K,5,52
Crane Co.,10K,4,45
"Neurotrope, Inc.",10K,1,2
Salesforce.com Inc,10K,7,60
Emmis Communications Corporation,10K,7,68
"Guess?, Inc.",10K,9,88
Party City Holdco Inc.,10K,9,89
"Revance Therapeutics, Inc.",10K,1,4
"Borqs Technologies, Inc.",10K,8,69
"Telephone and Data Systems, Inc.",10K,7,65
Vornado Realty Trust,10K,10,100
"Floor & Decor Holdings, Inc.",10K,9,89
"Twin Disc, Incorporated",10K,4,47
Fifth Third Bancorp,10K,5,53
Linde plc,10K,8,72
"Codorus Valley Bancorp, Inc",10K,5,53
"PRGX Global, Inc.",10K,8,72
Northern Technologies International Corporation,10K,4,46
"Associated Capital Group, Inc.",10K,6,57
TriplePoint Venture Growth BDC Corp.,10K,6,58
"Gibraltar Industries, Inc.",10K,4,47
"Evolus, Inc.",10K,1,4
Eastman Kodak Company,10K,7,64
Regional Management Corp.,10K,8,84
Genpact Limited,10K,8,79
Alliance Data Systems Corporation,10K,8,83
Honeywell International Inc.,10K,4,45
Centene Corporation,10K,8,78
"CarGurus, Inc.",10K,4,43
"Xynomic Pharmaceuticals Holdings, Inc.",10K,8,69
"Cedar Fair, L.P.",10K,10,95
People&#39;s Utah Bancorp,10K,5,53
XBiotech Inc.,10K,1,2
"Catalent, Inc.",10K,1,8
Old Republic International Corporation,10K,6,55
Independence Holding Company,10K,6,54
"Carbonite, Inc.",10K,8,72
Waters Corporation,10K,1,12
"PFSweb, Inc.",10K,9,91
"Tailored Brands, Inc.",10K,9,89
"Minerva Neurosciences, Inc",10K,8,72
"Clovis Oncology, Inc.",10K,1,1
"Zafgen, Inc.",10K,1,4
"Parsley Energy, Inc.",10K,8,72
Bel Fuse Inc.,10K,3,36
World Acceptance Corporation,10K,8,84
"Insmed, Inc.",10K,1,2
Independent Bank Corp.,10K,5,52
"Washington Federal, Inc.",10K,5,52
"Wolverine World Wide, Inc.",10K,9,88
Trecora Resources,10K,2,21
PLx Pharma Inc.,10K,1,3
"NanoString Technologies, Inc.",10K,8,72
"Fidelity National Information Services, Inc.",10K,8,81
"T2 Biosystems, Inc.",10K,8,72
"P.A.M. Transportation Services, Inc.",10K,2,13
"Tootsie Roll Industries, Inc.",10K,9,88
CDW Corporation,10K,7,60
Royal Caribbean Cruises Ltd.,10K,2,15
Aegion Corp,10K,2,18
"Donegal Group, Inc.",10K,8,72
INTL FCStone Inc.,10K,6,56
"Builders FirstSource, Inc.",10K,8,72
"International Seaways, Inc.",10K,2,14
Comcast Corporation,10K,7,65
"Dorman Products, Inc.",10K,4,43
"HealthStream, Inc.",10K,8,77
Zosano Pharma Corporation,10K,1,4
"Warrior Met Coal, Inc.",10K,2,22
Erie Indemnity Company,10K,6,55
"STARWOOD PROPERTY TRUST, INC.",10K,6,59
Primoris Services Corporation,10K,2,18
"QuinStreet, Inc.",10K,8,79
Heico Corporation,10K,4,44
Covanta Holding Corporation,10K,2,30
GP Strategies Corporation,10K,8,73
Kopin Corporation,10K,3,35
"SunCoke Energy, Inc.",10K,2,22
Global X Autonomous & Electric Vehicles ETF,10K,9,91
Alkermes plc,10K,8,72
"Global Water Resources, Inc.",10K,2,29
"The Meet Group, Inc.",10K,7,66
"CoStar Group, Inc.",10K,8,82
"SiNtx Technologies, Inc.",10K,1,6
"The Chefs&#39; Warehouse, Inc.",10K,9,86
"Odonate Therapeutics, Inc.",10K,1,2
Oaktree Strategic Income Corporation,10K,6,58
"Bellerophon Therapeutics, Inc.",10K,1,4
"Becton, Dickinson and Company",10K,1,12
Park Electrochemical Corporation,10K,3,36
Playa Hotels & Resorts N.V.,10K,10,94
"Cogent Communications Holdings, Inc.",10K,7,65
Vista Outdoor Inc.,10K,4,41
CPB Inc.,10K,5,53
Flowserve Corporation,10K,4,50
"Liberty Expedia Holdings, Inc.",10K,8,72
NOW Inc.,10K,4,50
HL Acquisitions Corp.,10K,8,72
"Caleres, Inc.",10K,9,88
"Apollo Global Management, LLC",10K,6,57
Modern Media Acquisition Corp.,10K,8,69
"ExlService Holdings, Inc.",10K,8,79
Cathay General Bancorp,10K,5,52
"Impinj, Inc.",10K,3,34
"Moneygram International, Inc.",10K,8,83
Pacific Mercantile Bancorp,10K,5,53
"Sophiris Bio, Inc.",10K,1,4
Atossa Genetics Inc.,10K,1,11
"Eldorado Resorts, Inc.",10K,10,95
Horizon Global Corporation,10K,4,45
"Standard Motor Products, Inc.",10K,4,45
"Heron Therapeutics, Inc.",10K,1,4
"Maxim Integrated Products, Inc.",10K,3,38
Briggs & Stratton Corporation,10K,4,41
"Identiv, Inc.",10K,7,62
Liberty Media Corporation,10K,8,72
Actuant Corporation,10K,4,45
"Heat Biologics, Inc.",10K,1,1
Open Text Corporation,10K,7,60
"SunCoke Energy Partners, L.P.",10K,2,22
Park Hotels & Resorts Inc.,10K,10,94
"Achieve Life Sciences, Inc.",10K,1,4
"AMC Entertainment Holdings, Inc.",10K,7,67
"Gartner, Inc.",10K,8,79
"Arch Coal, Inc.",10K,2,22
Community Healthcare Trust Incorporated,10K,10,99
"Meta Financial Group, Inc.",10K,5,52
Tupperware Brands Corporation,10K,9,92
"Intercept Pharmaceuticals, Inc.",10K,1,4
Logitech International S.A.,10K,8,72
"First Interstate BancSystem, Inc.",10K,8,72
"Mid-Con Energy Partners, LP",10K,2,28
Oragenics Inc.,10K,8,72
"Beasley Broadcast Group, Inc.",10K,7,68
"Alico, Inc.",10K,2,26
Advance Auto Parts Inc,10K,8,72
"Flanigan&#39;s Enterprises, Inc.",10K,10,93
Hilltop Holdings Inc.,10K,6,55
"Oppenheimer Holdings, Inc.",10K,6,56
Turtle Beach Corporation,10K,3,35
NewLink Genetics Corporation,10K,1,1
Lattice Semiconductor Corporation,10K,3,38
"NVR, Inc.",10K,10,96
"Freeport-McMoran, Inc.",10K,2,21
"Hanger, Inc.",10K,1,5
Penn Virginia Corporation,10K,2,22
The Medicines Company,10K,1,4
"Automatic Data Processing, Inc.",10K,8,80
"Greenbrier Companies, Inc. (The)",10K,4,40
Fluor Corporation,10K,2,17
"Republic Services, Inc.",10K,8,74
"LM Funding America, Inc.",10K,8,84
Otelco Inc.,10K,7,65
"Trex Company, Inc.",10K,4,49
"EVI Industries, Inc.",10K,4,47
"Waddell & Reed Financial, Inc.",10K,6,57
"Envision Solar International, Inc.",10K,3,33
Spherix Incorporated,10K,1,3
Frank&#39;s International N.V.,10K,2,16
"China Advanced Construction Materials Group, Inc.",10K,8,71
"Facebook, Inc.",10K,7,66
"PerkinElmer, Inc.",10K,1,12
Precision Therapeutics Inc.,10K,1,7
Semgroup Corporation,10K,8,72
"Motorola Solutions, Inc.",10K,3,39
Good Times Restaurants Inc.,10K,10,93
"Northwest Bancshares, Inc.",10K,5,52
LSI Industries Inc.,10K,4,49
"Bancorp of New Jersey, Inc",10K,5,53
Granite Construction Incorporated,10K,2,18
"Sunstone Hotel Investors, Inc.",10K,10,94
"Natural Grocers by Vitamin Cottage, Inc.",10K,9,85
"Greenlight Reinsurance, Ltd.",10K,6,55
"Energy Transfer Operating, L.P.",10K,2,31
"Barings BDC, Inc.",10K,6,58
"Civista Bancshares, Inc.",10K,5,53
InspireMD Inc.,10K,1,3
National General Holdings Corp,10K,6,54
"RealNetworks, Inc.",10K,7,65
"Innovate Biopharmaceuticals, Inc.",10K,7,64
"Flotek Industries, Inc.",10K,2,16
Ferro Corporation,10K,4,45
"Protalix BioTherapeutics, Inc.",10K,1,1
Lumentum Holdings Inc.,10K,3,38
Raytheon Company,10K,4,44
TD Ameritrade Holding Corporation,10K,6,56
Pebblebrook Hotel Trust,10K,10,94
"ESSA Bancorp, Inc.",10K,5,52
"Cadence Design Systems, Inc.",10K,3,38
"Netflix, Inc.",10K,7,66
FS KKR Capital Corp.,10K,6,58
"Sykes Enterprises, Incorporated",10K,8,79
"Plymouth Industrial REIT, Inc.",10K,10,100
DCP Midstream LP,10K,2,31
Cincinnati Financial Corporation,10K,6,55
"Activision Blizzard, Inc",10K,9,87
Nevro Corp.,10K,1,5
Chesapeake Lodging Trust,10K,10,94
Wabco Holdings Inc.,10K,8,72
"Purple Innovation, Inc.",10K,8,69
"GCI Liberty, Inc.",10K,7,65
Danaher Corporation,10K,4,47
Stamps.com Inc.,10K,9,91
Ready Capital Corporation,10K,6,59
NorthStar Realty Europe Corp.,10K,6,59
"eXp World Holdings, Inc.",10K,7,66
"Baker Hughes, a GE company",10K,2,16
"Novan, Inc.",10K,1,4
Verizon Communications Inc.,10K,7,65
"P & F Industries, Inc.",10K,4,51
"DexCom, Inc.",10K,1,5
Investar Holding Corporation,10K,5,53
"InfuSystems Holdings, Inc.",10K,8,76
"Office Depot, Inc.",10K,9,91
"AquaBounty Technologies, Inc.",10K,2,24
"Zynerba Pharmaceuticals, Inc.",10K,1,2
NGL ENERGY PARTNERS LP,10K,2,32
PDL Community Bancorp,10K,5,52
Global Payments Inc.,10K,8,83
"County Bancorp, Inc.",10K,5,53
"Cellular Biomedicine Group, Inc.",10K,8,70
"Blueknight Energy Partners L.P., L.L.C.",10K,2,31
"Health Insurance Innovations, Inc.",10K,8,78
"Team, Inc.",10K,2,18
Goodrich Petroleum Corporation,10K,2,28
L.B. Foster Company,10K,4,50
"EastGroup Properties, Inc.",10K,10,100
"Socket Mobile, Inc.",10K,3,34
Gates Industrial Corporation plc,10K,4,45
"ShotSpotter, Inc.",10K,8,74
"Bellicum Pharmaceuticals, Inc.",10K,1,1
"Renewable Energy Group, Inc.",10K,2,25
"Red Rock Resorts, Inc.",10K,10,95
"Global Self Storage, Inc.",10K,10,100
Qwest Corporation,10K,7,64
"Coffee Holding Co., Inc.",10K,2,26
"Everspin Technologies, Inc.",10K,3,38
"RENN Fund, Inc.",10K,6,58
RiceBran Technologies,10K,2,26
"Ollie&#39;s Bargain Outlet Holdings, Inc.",10K,9,89
"ImmunoGen, Inc.",10K,1,2
"Adverum Biotechnologies, Inc.",10K,1,1
"Glacier Bancorp, Inc.",10K,5,53
"Monaker Group, Inc.",10K,7,67
"iRhythm Technologies, Inc.",10K,1,5
PBF Energy Inc.,10K,2,31
ManpowerGroup,10K,8,79
Heska Corporation,10K,1,12
Brink&#39;s Company (The),10K,8,74
"Iconix Brand Group, Inc.",10K,9,88
"Harley-Davidson, Inc.",10K,4,41
Cohen & Steers Inc,10K,6,57
"Healthcare Trust of America, Inc.",10K,10,100
"SPAR Group, Inc.",10K,9,88
"SunOpta, Inc.",10K,2,26
"Pulse Biosciences, Inc",10K,8,72
Cerecor Inc.,10K,1,4
"A10 Networks, Inc.",10K,8,72
Trinity Place Holdings Inc.,10K,9,89
"Air Products and Chemicals, Inc.",10K,4,51
"Aimmune Therapeutics, Inc.",10K,1,4
Investors Real Estate Trust,10K,10,100
"Alliance Resource Partners, L.P.",10K,2,22
"Aldeyra Therapeutics, Inc.",10K,1,2
"TTM Technologies, Inc.",10K,3,37
CIM Commercial Trust Corporation,10K,6,59
"First Midwest Bancorp, Inc.",10K,5,53
"Atlantic Capital Bancshares, Inc.",10K,5,53
"Marker Therapeutics, Inc.",10K,1,2
Deckers Outdoor Corporation,10K,9,88
Cypress Semiconductor Corporation,10K,3,38
Genuine Parts Company,10K,4,43
"Choice Hotels International, Inc.",10K,10,94
"Enanta Pharmaceuticals, Inc.",10K,1,4
Bank of South Carolina Corp.,10K,5,53
"Millendo Therapeutics, Inc.",10K,1,5
"Sensus Healthcare, Inc.",10K,1,5
"Molecular Templates, Inc.",10K,1,2
"Southern First Bancshares, Inc.",10K,5,53
Graham Holdings Company,10K,7,68
Marathon Oil Corporation,10K,2,28
"Summit Midstream Partners, LP",10K,2,31
"KAR Auction Services, Inc",10K,4,43
"MarineMax, Inc.",10K,4,43
Prospect Capital Corporation,10K,6,58
"Morningstar, Inc.",10K,6,56
New Senior Investment Group Inc.,10K,10,99
"Motus GI Holdings, Inc.",10K,1,5
"Maui Land & Pineapple Company, Inc.",10K,10,97
Oasis Petroleum Inc.,10K,2,28
Caesars Entertainment Corporation,10K,10,95
Central Federal Corporation,10K,5,52
"Best Buy Co., Inc.",10K,9,89
"Prosperity Bancshares, Inc.",10K,5,53
"Aethlon Medical, Inc.",10K,1,3
"Interpace Diagnostics Group, Inc.",10K,1,5
"Myriad Genetics, Inc.",10K,1,11
"Delta Air Lines, Inc.",10K,2,15
Domino&#39;s Pizza Inc,10K,10,93
