Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,CIK
KMX,CarMax Inc,76.48,12710327067.2,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kmx,NYSE,0001170010
CCL,Carnival Corporation,51.61,27196278484.57,,1987,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/ccl,NYSE,0000815097
CUK,Carnival Corporation,50.56,36223013766.4,,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/cuk,NYSE,0001125259
CRS,Carpenter Technology Corporation,43.01,2037822358.99,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/crs,NYSE,0000017843
CSV,"Carriage Services, Inc.",20.57,374437067.62,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/csv,NYSE,0001016281
CARS,Cars.com Inc.,21.7,1445797393.6,,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/cars,NYSE,0001683606
CRI,"Carter&#39;s, Inc.",89.17,4031006982.05,,2003,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/cri,NYSE,0001060822
CVNA,Carvana Co.,59.39,8677789092.36,,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cvna,NYSE,0001690820
CSLT,"Castlight Health, inc.",3.31,476508900.83,,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/cslt,NYSE,0001433714
CTLT,"Catalent, Inc.",46.23,6736412355.33,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctlt,NYSE,0001596783
CTT,"CatchMark Timber Trust, Inc.",9.74,478067864.82,,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctt,NYSE,0001341141
CAT,"Caterpillar, Inc.",122.9,70283503497.3,,,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cat,NYSE,0000018230
CATO,Cato Corporation (The),13.94,341102780.82,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/cato,NYSE,0000018255
CBZ,"CBIZ, Inc.",19.81,1087594515.28,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cbz,NYSE,0000944148
CBL,"CBL & Associates Properties, Inc.",1.04,180414666.64,,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cbl,NYSE,0000910612
CBL^D,"CBL & Associates Properties, Inc.",9.09,0,,,,,https://www.nasdaq.com/symbol/cbl^d,NYSE,0001280129
CBL^E,"CBL & Associates Properties, Inc.",8.57,0,,,,,https://www.nasdaq.com/symbol/cbl^e,NYSE,0001280129
CBO,CBO (Listing Market - NYSE - Networks A/E),5.49,0,,,,,https://www.nasdaq.com/symbol/cbo,NYSE,
IGR,CBRE Clarion Global Real Estate Income Fund,7.44,867433275.36,,2004,,,https://www.nasdaq.com/symbol/igr,NYSE,0001268884
CBRE,"CBRE Group, Inc.",48.11,16178318848.03,,,Finance,Real Estate,https://www.nasdaq.com/symbol/cbre,NYSE,0001138118
CBS,CBS Corporation,47.48,16710797665.84,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cbs,NYSE,0000813828
CBS.A,CBS Corporation,,0,,,,,https://www.nasdaq.com/symbol/cbs.a,NYSE,0000813828
CBX,CBX (Listing Market NYSE Networks AE,1.01,0,,,,,https://www.nasdaq.com/symbol/cbx,NYSE,
FUN,"Cedar Fair, L.P.",52.56,2974077745.92,,1987,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/fun,NYSE,0000811532
CDR,"Cedar Realty Trust, Inc.",2.96,263512540.72,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdr,NYSE,0000761648
CDR^B,"Cedar Realty Trust, Inc.",24.8997,0,,,,,https://www.nasdaq.com/symbol/cdr^b,NYSE,0000761648
CDR^C,"Cedar Realty Trust, Inc.",22.8027,0,,,,,https://www.nasdaq.com/symbol/cdr^c,NYSE,0000761648
CE,Celanese Corporation,99.38,12582749454.96,,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ce,NYSE,0001306830
CLS,"Celestica, Inc.",6.52,736840932.76,,1998,Technology,Electrical Products,https://www.nasdaq.com/symbol/cls,NYSE,0001030894
CEL,"Cellcom Israel, Ltd.",4.37,507779705.73,,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cel,NYSE,0001385145
CPAC,Cementos Pacasmayo S.A.A.,8.6,736343773.4,,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpac,NYSE,0001221029
CX,Cemex S.A.B. de C.V.,4.21,6380220440.11,,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cx,NYSE,0001076378
CVE,Cenovus Energy Inc,8.25,10136763177.75,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cve,NYSE,0001475260
CNC,Centene Corporation,56.87,23508177309.1,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnc,NYSE,0001071739
CEN,Center Coast Brookfield MLP & Energy Infrastructur,8.11,285351233.99,,2013,,,https://www.nasdaq.com/symbol/cen,NYSE,0001576340
CNP,"CenterPoint Energy, Inc.",29.39,14758889774.79,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cnp,NYSE,0001130310
CNP^B,"CenterPoint Energy, Inc.",51.19,0,,,,,https://www.nasdaq.com/symbol/cnp^b,NYSE,
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,8.21,11105125961,,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ebr,NYSE,0001439124
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,,0,,2016,,,https://www.nasdaq.com/symbol/ebr.b,NYSE,
CEPU,Central Puerto S.A.,7.93,249790567.13,,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cepu,NYSE,0001717161
CCS,"Century Communities, Inc.",27.5,833362227.5,,2014,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/ccs,NYSE,0001576940
CTL,"CenturyLink, Inc.",10.11,11023068615.54,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctl,NYSE,0000018926
CDAY,Ceridian HCM Holding Inc.,50.85,7034196082.05,,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cday,NYSE,0001725057
CF,"CF Industries Holdings, Inc.",40.8,9019968813.6,,2005,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/cf,NYSE,0001324404
GIB,CGI Inc.,73.07,17923473725.82,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/gib,NYSE,0001061574
ECOM,ChannelAdvisor Corporation,9.76,271870372.96,,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ecom,NYSE,0001169652
CHAP,"Chaparral Energy, Inc.",4.06,188145361.32,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chap,NYSE,0001346980
CHRA,"Charah Solutions, Inc.",4.76,140679838.88,,2018,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/chra,NYSE,0001730346
CRL,"Charles River Laboratories International, Inc.",129.9,6333199028.1,,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/crl,NYSE,0001100682
CLDT,Chatham Lodging Trust (REIT),19.88,925862870.52,,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cldt,NYSE,0001476045
CMCM,Cheetah Mobile Inc.,4.69,640311906.71,,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cmcm,NYSE,0001597835
CHGG,"Chegg, Inc.",36.74,4355453997.62,,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/chgg,NYSE,0001364954
CHE,Chemed Corp.,332.82,5305217696.82,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/che,NYSE,0000019584
CC,Chemours Company (The),22.52,3692460857.52,,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cc,NYSE,0001627223
CHMI,Cherry Hill Mortgage Investment Corporation,17.25,289270735.5,,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chmi,NYSE,0001571776
CHMI^A,Cherry Hill Mortgage Investment Corporation,25.3952,0,,,,,https://www.nasdaq.com/symbol/chmi^a,NYSE,
CHMI^B,Cherry Hill Mortgage Investment Corporation,25.36,0,,,,,https://www.nasdaq.com/symbol/chmi^b,NYSE,
CHK,Chesapeake Energy Corporation,2.01,3283692279.51,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chk,NYSE,0000895126
CHK^D,Chesapeake Energy Corporation,56,0,,,,,https://www.nasdaq.com/symbol/chk^d,NYSE,
CHKR,Chesapeake Granite Wash Trust,1.11,51892500,,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chkr,NYSE,0001524769
CHSP,Chesapeake Lodging Trust,29.85,1813859010.6,,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chsp,NYSE,0001473078
CPK,Chesapeake Utilities Corporation,94,1541319598,,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/cpk,NYSE,0000019745
CVX,Chevron Corporation,118.71,226132068381.84,,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvx,NYSE,0000093410
CHS,"Chico&#39;s FAS, Inc.",3.71,437205747.65,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/chs,NYSE,0000897429
CIM,Chimera Investment Corporation,18.82,3522071760.64,,2007,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cim,NYSE,0001409493
CIM^A,Chimera Investment Corporation,26.005,0,,,,,https://www.nasdaq.com/symbol/cim^a,NYSE,
CIM^B,Chimera Investment Corporation,25.91,0,,,,,https://www.nasdaq.com/symbol/cim^b,NYSE,
CIM^C,Chimera Investment Corporation,25.3,0,,,,,https://www.nasdaq.com/symbol/cim^c,NYSE,
CIM^D,Chimera Investment Corporation,26.19,0,,,,,https://www.nasdaq.com/symbol/cim^d,NYSE,
DL,China Distance Education Holdings Limited,5.85,196312381.2,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dl,NYSE,0001438644
CEA,China Eastern Airlines Corporation Ltd.,27.2,7870366593.6,,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cea,NYSE,0001030475
CHN,"China Fund, Inc. (The)",18.58,204489101.76,,,,,https://www.nasdaq.com/symbol/chn,NYSE,
CGA,"China Green Agriculture, Inc.",0.5172,24730923.954,,,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/cga,NYSE,0000857949
LFC,China Life Insurance Company Limited,11.49,64952292090,,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/lfc,NYSE,0001268896
CHL,China Mobile (Hong Kong) Ltd.,45.62,186818305933.98,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chl,NYSE,0001117795
BORN,China New Borun Corporation,0.6779,17438977.5,,2010,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/born,NYSE,0001490366
COE,China Online Education Group,5.86,119511775.86,,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/coe,NYSE,0001659494
SNP,China Petroleum & Chemical Corporation,71.29,86311665609,,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/snp,NYSE,0001123658
XRF,China Rapid Finance Limited,0.3068,20174925.628,,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/xrf,NYSE,0001346610
ZNH,China Southern Airlines Company Limited,31.4,7703784173,,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/znh,NYSE,0001041668
CHA,China Telecom Corp Ltd,49.5,40061522308.5,,2002,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cha,NYSE,0001191255
CHU,China Unicom (Hong Kong) Ltd,10.48,32066834308.32,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chu,NYSE,0001113866
CYD,China Yuchai International Limited,13.95,569973159.45,,1994,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cyd,NYSE,0000932695
CMG,"Chipotle Mexican Grill, Inc.",662.56,18361893663.36,,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cmg,NYSE,0001058090
CHH,"Choice Hotels International, Inc.",83.3,4634867644.4,,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/chh,NYSE,0001046311
CB,Chubb Limited,148.17,67842706212.27,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cb,NYSE,0000896159
CHT,"Chunghwa Telecom Co., Ltd.",35.83,27794932601,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cht,NYSE,0001132924
CHD,"Church & Dwight Company, Inc.",74.71,18395027690.93,,,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/chd,NYSE,0000313927
CIEN,Ciena Corporation,35.19,5487993248.76,,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cien,NYSE,0000936395
CI,Cigna Corporation,149.48,56721329522,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ci,NYSE,0001739940
XEC,Cimarex Energy Co,64,6491725248,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xec,NYSE,0001168054
CBB,Cincinnati Bell Inc,7.17,361133519.49,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cbb,NYSE,0000716133
CBB^B,Cincinnati Bell Inc,38.25,0,,,,,https://www.nasdaq.com/symbol/cbb^b,NYSE,0000716133
CNK,Cinemark Holdings Inc,38.28,4482645802.8,,2007,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cnk,NYSE,0001385280
CINR,Ciner Resources LP,19.05,376016653.35,,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cinr,NYSE,0001575051
CIR,"CIRCOR International, Inc.",43.4,863579840.2,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cir,NYSE,0001091883
CISN,Cision Ltd.,10.95,1624445935.65,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cisn,NYSE,0001701040
CIT,CIT Group Inc (DEL),50.19,4836104528.22,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cit,NYSE,0001171825
BLW,Citigroup Inc.,14.8,535632527.6,,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/blw,NYSE,0000831001
C,Citigroup Inc.,64.39,148899796555.19,,,Finance,Major Banks,https://www.nasdaq.com/symbol/c,NYSE,0000831001
C^J,Citigroup Inc.,27.88,0,,,,,https://www.nasdaq.com/symbol/c^j,NYSE,
C^K,Citigroup Inc.,27.33,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/c^k,NYSE,
C^N,Citigroup Inc.,27.38,0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/c^n,NYSE,
C^S,Citigroup Inc.,26.07,0,,,,,https://www.nasdaq.com/symbol/c^s,NYSE,
CFG,"Citizens Financial Group, Inc.",34.44,15880859940.12,,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/cfg,NYSE,0000759944
CFG^D,"Citizens Financial Group, Inc.",26.73,0,,,,,https://www.nasdaq.com/symbol/cfg^d,NYSE,
CIA,"Citizens, Inc.",6.58,330519776.02,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/cia,NYSE,0000024090
CIO,"City Office REIT, Inc.",11.85,469684147.05,,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cio,NYSE,0001593222
CIO^A,"City Office REIT, Inc.",25.09,0,,,,,https://www.nasdaq.com/symbol/cio^a,NYSE,0001593222
CVEO,Civeo Corporation,1.5,253952875.5,,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cveo,NYSE,0001590584
CCC,Clarivate Analytics Plc,12.96,1341360000,,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/ccc,NYSE,0001764046
CLH,"Clean Harbors, Inc.",66.81,3732715788.15,,,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/clh,NYSE,0000822818
CCO,"Clear Channel Outdoor Holdings, Inc.",5.21,1904682834.78,,2005,Consumer Services,Advertising,https://www.nasdaq.com/symbol/cco,NYSE,0001334978
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,9.31,667657218.97,,2011,,,https://www.nasdaq.com/symbol/emo,NYSE,0001517518
CEM,ClearBridge MLP and Midstream Fund Inc.,12.14,854837638.68,,2010,,,https://www.nasdaq.com/symbol/cem,NYSE,0001488775
CTR,ClearBridge MLP and Midstream Total Return Fund In,9.4,360961334.8,,2012,,,https://www.nasdaq.com/symbol/ctr,NYSE,
CLW,Clearwater Paper Corporation,17.95,296447050.2,,,Basic Industries,Paper,https://www.nasdaq.com/symbol/clw,NYSE,0001441236
CWEN,"Clearway Energy, Inc.",15.6,3017085021.6,,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cwen,NYSE,0001567683
CWEN.A,"Clearway Energy, Inc.",,0,,,,,https://www.nasdaq.com/symbol/cwen.a,NYSE,0001567683
CLF,Cleveland-Cliffs Inc.,9.31,2633287508.6,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf,NYSE,0000764065
CLPR,Clipper Realty Inc.,13,231590736,,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clpr,NYSE,0001649096
CLX,Clorox Company (The),149.63,19058046008.82,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/clx,NYSE,0000021076
CLDR,"Cloudera, Inc.",9.57,2624014990.08,,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cldr,NYSE,0001535379
CMS,CMS Energy Corporation,57.24,16242072949.8,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms,NYSE,0000811156
CMS^B,CMS Energy Corporation,103.76,0,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms^b,NYSE,
CMSA,CMS Energy Corporation,25.86,0,,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cmsa,NYSE,
CMSC,CMS Energy Corporation,26.69,0,,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cmsc,NYSE,
CMSD,CMS Energy Corporation,25.64,0,,2019,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cmsd,NYSE,
CNA,CNA Financial Corporation,45.74,12420219931.8,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cna,NYSE,0000021175
CNF,CNFinance Holdings Limited,5.36,37844065.6,,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cnf,NYSE,0001733868
CNHI,CNH Industrial N.V.,8.85,11985541043.55,,2013,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cnhi,NYSE,0001567094
CNO,"CNO Financial Group, Inc.",16.45,2631986083.3,,,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/cno,NYSE,0001224608
CEO,CNOOC Limited,166.57,1702576099.45,,2001,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceo,NYSE,0001095595
CNXM,CNX Midstream Partners LP,14.66,934292208.6,,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/cnxm,NYSE,0001610418
CEIX,CNX Resources Corporation,27.24,752122060.08,,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/ceix,NYSE,0001710366
CNX,CNX Resources Corporation,7.6,1485554010.8,,1999,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnx,NYSE,0001070412
KOF,Coca Cola Femsa S.A.B. de C.V.,63.3,13298064000,,1993,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kof,NYSE,0000910631
KO,Coca-Cola Company (The),49.61,211641970656.71,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ko,NYSE,0000021344
CCEP,Coca-Cola European Partners plc,56.15,26458313084.95,,2016,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccep,NYSE,0001650107
CDE,"Coeur Mining, Inc.",2.87,588628602.38,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cde,NYSE,0000215466
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",12.52,340658532.96,,2006,,,https://www.nasdaq.com/symbol/fof,NYSE,0001270436
INB,"Cohen & Steers Global Income Builder, Inc.",8.55,197864681.4,,2007,,,https://www.nasdaq.com/symbol/inb,NYSE,0001016504
CNS,Cohen & Steers Inc,51.27,2421614120.25,,2004,Finance,Investment Managers,https://www.nasdaq.com/symbol/cns,NYSE,0001284812
UTF,"Cohen & Steers Infrastructure Fund, Inc",24.58,2097160536.52,,2004,,,https://www.nasdaq.com/symbol/utf,NYSE,0001270436
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",24.04,693432093.16,,2012,,,https://www.nasdaq.com/symbol/ldp,NYSE,0001270436
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",9.48,254000863.2,,2013,,,https://www.nasdaq.com/symbol/mie,NYSE,0001270436
RQI,Cohen & Steers Quality Income Realty Fund Inc,13.45,1468220856.9,,2002,,,https://www.nasdaq.com/symbol/rqi,NYSE,0001270436
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",20.94,996047451.84,,2003,,,https://www.nasdaq.com/symbol/rnp,NYSE,0001270436
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",27.96,335597952.48,,2010,,,https://www.nasdaq.com/symbol/psf,NYSE,0001270436
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",13.5,352917553.5,,1993,,,https://www.nasdaq.com/symbol/rfi,NYSE,0001270436
CFX,Colfax Corporation,25.07,2947189438.98,,2008,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfx,NYSE,0001420800
CFXA,Colfax Corporation,115.56,0,,2019,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfxa,NYSE,
CL,Colgate-Palmolive Company,71.2,61126261948,,,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/cl,NYSE,0000021665
CCH,Collier Creek Holdings,10.03,560426250,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/cch,NYSE,0001739566
CCH.U,Collier Creek Holdings,,0,,2018,,,https://www.nasdaq.com/symbol/cch.u,NYSE,0001739566
CCH.WS,Collier Creek Holdings,,0,,,,,https://www.nasdaq.com/symbol/cch.ws,NYSE,0001739566
CXE,Colonial High Income Municipal Trust,5.05,159136135.3,,1989,,,https://www.nasdaq.com/symbol/cxe,NYSE,0000845606
CIF,Colonial Intermediate High Income Fund,2.59,51062323.97,,,,,https://www.nasdaq.com/symbol/cif,NYSE,0000833021
CXH,Colonial Investment Grade Municipal Trust,9.49,86456225.05,,1989,,,https://www.nasdaq.com/symbol/cxh,NYSE,0000847411
CMU,Colonial Municipal Income Trust,4.56,129141872.16,,1987,,,https://www.nasdaq.com/symbol/cmu,NYSE,0000809844
CLNY,"Colony Capital, Inc.",5.12,2487227591.68,,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny,NYSE,0001679688
CLNY^B,"Colony Capital, Inc.",24.48,0,,,,,https://www.nasdaq.com/symbol/clny^b,NYSE,0001467076
CLNY^E,"Colony Capital, Inc.",24.44,0,,,,,https://www.nasdaq.com/symbol/clny^e,NYSE,0001467076
CLNY^G,"Colony Capital, Inc.",21.53,0,,,,,https://www.nasdaq.com/symbol/clny^g,NYSE,0001467076
CLNY^H,"Colony Capital, Inc.",20.49,0,,,,,https://www.nasdaq.com/symbol/clny^h,NYSE,0001467076
CLNY^I,"Colony Capital, Inc.",20.67,0,,,,,https://www.nasdaq.com/symbol/clny^i,NYSE,0001467076
CLNY^J,"Colony Capital, Inc.",20.5,0,,,,,https://www.nasdaq.com/symbol/clny^j,NYSE,0001467076
CLNC,"Colony Credit Real Estate, Inc.",15.86,2038220620.8,,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc,NYSE,0001717547
CXP,"Columbia Property Trust, Inc.",22.15,2588884579.75,,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp,NYSE,0001252849
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",20.12,319448117.16,,2009,,,https://www.nasdaq.com/symbol/stk,NYSE,0000094673
CCZ,Comcast Corporation,49.51,0,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ccz,NYSE,0001166691
CMA,Comerica Incorporated,72.42,11164327815.54,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cma,NYSE,0000028412
FIX,"Comfort Systems USA, Inc.",49.27,1818285404.78,,1997,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/fix,NYSE,0001035983
CMC,Commercial Metals Company,14.71,1734618939.7,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc,NYSE,0000022444
CBU,"Community Bank System, Inc.",64,3297858816,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cbu,NYSE,0000723188
CYH,"Community Health Systems, Inc.",3.14,370717644.16,,2000,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyh,NYSE,0001108109
CHCT,Community Healthcare Trust Incorporated,37.95,715842956.4,,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chct,NYSE,0001631569
CIG,Comp En De Mn Cemig ADS,3.32,4843058635.32,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cig,NYSE,0001157557
CIG.C,Comp En De Mn Cemig ADS,,0,,,,,https://www.nasdaq.com/symbol/cig.c,NYSE,
CBD,Companhia Brasileira de Distribuicao,20.57,5484393887.72,,1997,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/cbd,NYSE,0001038572
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,10.05,6869274183.45,,2002,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sbs,NYSE,0001170858
ELP,Companhia Paranaense de Energia (COPEL),10.98,3004736017.5,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elp,NYSE,0000924250
CCU,"Compania Cervecerias Unidas, S.A.",26.31,4860810281.16,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccu,NYSE,0000888746
CODI,Compass Diversified Holdings,16.18,969182000,,2006,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/codi,NYSE,0001345126
CODI^A,Compass Diversified Holdings,21.18,0,,,,,https://www.nasdaq.com/symbol/codi^a,NYSE,0001345126
CODI^B,Compass Diversified Holdings,21.97,0,,,,,https://www.nasdaq.com/symbol/codi^b,NYSE,0001345126
CMP,"Compass Minerals International, Inc.",52.53,1779798189.21,,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp,NYSE,0001227654
CRK,"Comstock Resources, Inc.",5.07,536751084.48,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crk,NYSE,0000023194
CAG,"ConAgra Brands, Inc.",28.83,14008920109.08,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/cag,NYSE,0000023217
CXO,Concho Resources Inc.,101.23,20306133150.75,,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cxo,NYSE,0001358071
